,title,abstract,categories,created,authors
103,"Interplay of Band Geometry and Topology in Ideal Chern Insulators in
  Presence of External Electromagnetic Fields","Ideal Chern insulating phases arise in two-dimensional systems with broken
time-reversal symmetry. They are characterized by having nearly-flat bands, and
a uniform quantum geometry -- which combines the Berry curvature and quantum
metric -- and by being incompressible. In this work, we analyze the role of the
quantum geometry in ideal Chern insulators aiming to describe transport in
presence of external out-of-plane magnetic and electric fields. We firstly show
that in the absence of external perturbations, novel Berry connections appear
in ideal Chern insulating phases. Secondly, we provide a detailed analysis of
the deformation of the quantum geometry once weak out-of-plane magnetic fields
are switched on. The perturbed Berry curvature and quantum metric provide an
effective quantum geometry, which is analyzed in the insulating regime and
provides an application of our novel connections. The conditions under which
the Girvin-MacDonald-Platzman algebra is realized in this situation are
discussed. Furthermore, an investigation of electrical transport due to the new
effective quantum geometry is presented once an electric field is added.
Restricting to the case of two bands in the metallic regime the quantum metric
appears as measurable quantum mechanical correction in the Hall response. Our
findings can be applied, for instance, to rhombohedral trilayer graphene at low
energies.","['cond-mat.mes-hall', 'cond-mat.str-el']",2021-12-31,"['Christian Northe', 'Giandomenico Palumbo', 'Jonathan Sturm', 'Christian Tutschku', 'Ewelina M. Hankiewicz']"
104,On thermodynamics of compact objects,"With the recent progress in observations of astrophysical black holes, it has
become more important to understand in detail the physics of strongly
gravitating horizonless objects. If the objects identified in the observations
are indeed horizonless and ultracompact, high curvature effects may come into
play, and their explorations may be intimately related to new physics beyond
General Relativity (GR). In this paper, we revisit the concept of statistical
thermodynamics in curved spacetime, focusing on self-gravitating compact
systems without event horizons. Differently from the previous studies in this
context, we develop a generic framework with no explicit dependence on the
gravitational field equations, which is then applicable to a general theory of
gravity. Defining the global variables directly from the local counterparts,
the conventional thermodynamics follows for a generic curved spacetime. The key
step is the appropriate identification of thermodynamic volume to ensure the
first law of thermodynamics, which is in general different from the geometric
volume. For demonstration, we consider familiar examples of self-gravitating
gas in GR, where the connection to previous studies becomes clear. We also
discuss 2-2-holes in quadratic gravity, a novel example of black hole mimickers
that features super-Planckian curvatures in the interior. When the physical
mass is treated as the total internal energy, interesting connections to black
hole thermodynamics emerge. We find universal high curvature effects in
thermodynamics for these objects, and the dominant effects happen to be
conveniently encoded in the thermodynamic volume.","['gr-qc', 'hep-th']",2021-12-31,"['Ufuk Aydemir', 'Jing Ren']"
105,"Machine Learning Trivializing Maps: A First Step Towards Understanding
  How Flow-Based Samplers Scale Up","A trivializing map is a field transformation whose Jacobian determinant
exactly cancels the interaction terms in the action, providing a representation
of the theory in terms of a deterministic transformation of a distribution from
which sampling is trivial. Recently, a proof-of-principle study by Albergo,
Kanwar and Shanahan [arXiv:1904.12072] demonstrated that approximations of
trivializing maps can be `machine-learned' by a class of invertible,
differentiable neural models called \textit{normalizing flows}. By ensuring
that the Jacobian determinant can be computed efficiently, asymptotically exact
sampling from the theory of interest can be performed by drawing samples from a
simple distribution and passing them through the network. From a theoretical
perspective, this approach has the potential to become more efficient than
traditional Markov Chain Monte Carlo sampling techniques, where
autocorrelations severely diminish the sampling efficiency as one approaches
the continuum limit. A major caveat is that it is not yet understood how the
size of models and the cost of training them is expected to scale. As a first
step, we have conducted an exploratory scaling study using two-dimensional
$\phi^4$ with up to $20^2$ lattice sites. Although the scope of our study is
limited to a particular model architecture and training algorithm, initial
results paint an interesting picture in which training costs grow very quickly
indeed. We describe a candidate explanation for the poor scaling, and outline
our intentions to clarify the situation in future work.","['hep-lat', 'cs.LG']",2021-12-31,"['Luigi Del Debbio', 'Joe Marsh Rossney', 'Michael Wilson']"
106,Hydrodynamic helicity polarization in relativistic heavy ion collisions,"We study helicity polarization through the (3+1) dimensional relativistic
viscous hydrodynamic models at $\sqrt{s_{NN}}=200$GeV Au+Au collisions. Similar
to the local spin polarization, we consider the helicity polarization beyond
global equilibrium and investigate the contributions induced by thermal
vorticity, shear viscous tensor, and the fluid acceleration. We find that the
local helicity polarization induced by thermal vorticity dominates over other
contributions. It also implies that in the low-energy collisions, the the fluid
vorticity as part of thermal vorticity may play the crucial role to the total
helicity polarization. Such a finding could be useful for probing the local
strength of vorticity in rotational quark gluon plasmas by measuring helicity
polarization. Our simulation confirms the strict space reversal symmetry,
whereas we also compare our numerical results with approximated relations
derived from ideal Bjorken flow. Our studies also provide a baseline for the
future investigation on local parity violation through the correlations of
helicity polarization.","['hep-ph', 'nucl-th']",2021-12-31,"['Cong Yi', 'Shi Pu', 'Jian-Hua Gao', 'Di-Lun Yang']"
107,Black Hole Binaries in Cubic Horndeski Theories,"We study black hole binary mergers in certain cubic Horndeski theories of
gravity, treating them fully non-linearly. In the regime of validity of
effective field theory, the mismatch of the gravitational wave strain between
Horndeski and general relativity (coupled to a scalar field) can be as large as
$10-13\%$ in the Advanced LIGO mass range. The initial data and coupling
constants are chosen such the theory remains in the weakly coupled regime
throughout the evolution. In all cases that we have explored, we observe that
the waveform in the Horndeski theory is shifted by an amount much larger than
the smallness parameter that controls the initial data. This effect is generic
and may be present in other theories of gravity involving higher derivatives.","['gr-qc', 'hep-th']",2021-12-31,"['Pau Figueras', 'Tiago França']"
108,The empire strikes back: Some responses to Bruineberg and colleagues,"In their target paper, Bruineberg and colleagues provide us with a timely
opportunity to discuss the formal constructs and philosophical implications of
the free-energy principle. I critically discuss their proposed distinction
between Pearl blankets and Friston blankets. I then critically assess the
distinction between inference with a model and inference within a model in
light of instrumentalist approaches to science.","['q-bio.NC', 'physics.hist-ph']",2021-12-31,['Maxwell J. D. Ramstead']
109,"Fine-grained domain counting and percolation analysis in 2D lattice
  systems with linked-lists","We present a fine-grained approach to identify clusters and perform
percolation analysis in a 2D lattice system. In our approach, we develop an
algorithm based on the linked-list data structure and the members of a cluster
are nodes of a path. This path is mapped to a linked-list. This approach
facilitates unique cluster labeling in a lattice with a single scan. We use the
algorithm to determine the critical exponent in the quench dynamics from Mott
Insulator to superfluid phase of bosons in 2D square optical lattices. The
result obtained are consistent with the Kibble-Zurek mechanism. We also employ
the algorithm to compute correlation lengths using definitions based on
percolation theory. And, use it to identify the quantum critical point of the
Bose Glass to superfluid transition in the disordered 2D square optical
lattices. In addition, we also compute the critical exponent of the transition.",['cond-mat.quant-gas'],2021-12-31,"['Hrushikesh Sable', 'Deepak Gaur', 'D. Angom']"
110,Swap Test with Quantum-Dot Charge Qubits,"We propose the implementation of the Swap Test using a charge qubit in a
double quantum dot. The Swap Test is a fundamental quantum subroutine in
quantum machine learning and other applications for estimating the fidelity of
two unknown quantum states by measuring an auxiliary qubit. Our proposal uses a
controlled three-qubit gate which is natural to quantum-dot charge qubits. It
allows us to implement a Swap Test with a circuit depth of six layers, and an
estimated gate time of less than 3 ns, that is below the coherence time of
double quantum dots. This work paves the way for enhancing the toolbox of
quantum machine learning developments in semiconductor qubits.","['quant-ph', 'cond-mat.mes-hall']",2021-12-31,"['Y. -D. Li', 'N. Barraza', 'G. Alvarado Barrios', 'E. Solano', 'F. Albarrán-Arriagada']"
111,"Transfer learning of phase transitions in percolation and directed
  percolation","The latest advances of statistical physics have shown remarkable performance
of machine learning in identifying phase transitions. In this paper, we apply
domain adversarial neural network (DANN) based on transfer learning to studying
non-equilibrium and equilibrium phase transition models, which are percolation
model and directed percolation (DP) model, respectively. With the DANN, only a
small fraction of input configurations (2d images) needs to be labeled, which
is automatically chosen, in order to capture the critical point. To learn the
DP model, the method is refined by an iterative procedure in determining the
critical point, which is a prerequisite for the data collapse in calculating
the critical exponent $\nu_{\perp}$. We then apply the DANN to a
two-dimensional site percolation with configurations filtered to include only
the largest cluster which may contain the information related to the order
parameter. The DANN learning of both models yields reliable results which are
comparable to the ones from Monte Carlo simulations. Our study also shows that
the DANN can achieve quite high accuracy at much lower cost, compared to the
supervised learning.","['cond-mat.stat-mech', 'cs.LG', 'physics.comp-ph']",2021-12-31,"['Jianmin Shen', 'Feiyi Liu', 'Shiyang Chen', 'Dian Xu', 'Xiangna Chen', 'Shengfeng Deng', 'Wei Li', 'Gabor Papp', 'Chunbin Yang']"
112,Causal Network Condensation,"In this paper, we introduce a generalized topological quantum field theory
based on the symmetric monoidal category which we call causal network
condensation since it can be regarded as a generalization of spin network
construction of Baez, Turaev-Viro model and causal set theory. In this paper we
introduce some new concepts, including causal network category, causal network
diagrams, and their gauge transformations. Based on these concepts, we
introduce the nerve functor for the symmetric monoidal category. It can be
regarded as a generalization of the nerve functor for simplicial category.","['math.CT', 'hep-th', 'math-ph', 'math.MP']",2021-12-31,"['Xuexing Lu', 'Ziqian Tang']"
113,Anisotropic melting of frustrated Ising antiferromagnets,"Magnetic frustrations and dimensionality play an important role in
determining the nature of the magnetic long-range order and how it melts at
temperatures above the ordering transition $T_N$. In this work, we use
large-scale Monte Carlo simulations to study these phenomena in a class of
frustrated Ising spin models in two spatial dimensions. We find that the
melting of the magnetic long-range order into an isotropic gas-like paramagnet
proceeds via an intermediate stage where the classical spins remain
anisotropically correlated. This correlated paramagnet exists in a temperature
range $T_N < T < T^\ast$, whose width increases as magnetic frustrations grow.
This intermediate phase is typically characterized by short-range correlations,
however the two-dimensional nature of the model allows for an additional exotic
feature -- formation of an incommensurate liquid-like phase with algebraically
decaying spin correlations. The two-stage melting of magnetic order is generic
and pertinent to many frustrated quasi-2D magnets with large (essentially
classical) spins.",['cond-mat.stat-mech'],2021-12-31,"['Matthew W. Butcher', 'Makariy A. Tanatar', 'Andriy H. Nevidomskyy']"
114,Entanglement and seniority,"We study mode-entanglement in the seniority model, derive analytic formulas
for the one-body reduced density matrix of states with seniority $\nu =
0,\;1,\;2$, and $\nu=3$, and also determine the particle number dependence of
the one-body reduced density matrix for arbitrary seniority. We carry out
numerical calculations for the lightest calcium isotopes and for $^{94}{\rm
Ru}$ nucleus, and investigate the structure of their ground and low energy
yrast states. We investigate the fulfillment of several predictions of the
seniority model regarding the behavior of one-mode entropies, which we compare
with the results of configuration interaction (CI) and density matrix
renormalization group (DMRG) computations. For $^{94}{\rm Ru}$, the seniority
model accounts for the $0g_{9/2}$ mode entropies, but seniority mixing is
important for certain yrast states. Interaction induced quantum fluctuations
decrease the occupation of the $0f_{5/2}$, $1p_{3/2}$ and $1p_{1/2}$ shells,
and amount in finite mode entropies on these shells, too, clearly outside the
scope of the simple $(0g_{9/2})^4$ seniority model. The $0f_{7/2}$ shell based
seniority model is more accurate for the light ${\rm Ca}$ isotopes, but
seniority mixing is substantial for some $^{44}{\rm Ca}$ yrast states, too.","['nucl-th', 'cond-mat.str-el', 'physics.chem-ph']",2021-12-31,"['J. Kovács', 'A. T. Kruppa', 'P. Salamon', 'Ö. Legeza', 'G. Zaránd']"
115,"Understanding the propagation of excitations in quantum spin chains with
  different kind of interactions","The dynamical behaviour of the quantum state of different quantum spin
chains, with designed site dependent interaction strengths, is analyzed when
the initial state belongs to the one excitation subspace. It is shown that the
inhomogeneous chains are able to transfer excitations with near perfect
fidelity. This behaviour is found for two very different spin chain
Hamiltonians. The first one is the ferromagnetic Heisenberg Hamiltonian with
nearest neighbor interactions, the second one describes a chain with long range
anisotropic interactions which are ferromagnetic in the $z$ direction and
antiferromagnetic in the $(x,y)$ plane. It is shown that both designed chains
have in common a partially ordered spectrum and well localized eigenvectors.
This physical trait unifies the description of both kind of systems.",['quant-ph'],2021-12-31,"['Alejandro Ferrón', 'Pablo Serra', 'Omar Osenda']"
116,"Planetesimal rings as the cause of the Solar System's planetary
  architecture","Astronomical observations reveal that protoplanetary disks around young stars
commonly have ring- and gap-like structures in their dust distributions. These
features are associated with pressure bumps trapping dust particles at specific
locations, which simulations show are ideal sites for planetesimal formation.
Here we show that our Solar System may have formed from rings of planetesimals
-- created by pressure bumps -- rather than a continuous disk. We model the
gaseous disk phase assuming the existence of pressure bumps near the silicate
sublimation line (at $T \sim$1400~K), water snowline (at $T \sim$170~K), and
CO-snowline (at $T \sim$30~K). Our simulations show that dust piles up at the
bumps and forms up to three rings of planetesimals: a narrow ring near 1~au, a
wide ring between $\sim$3-4~au and $\sim$10-20~au, and a distant ring between
$\sim$20~au and $\sim$45~au. We use a series of simulations to follow the
evolution of the innermost ring and show how it can explain the orbital
structure of the inner Solar System and provides a framework to explain the
origins of isotopic signatures of Earth, Mars and different classes of
meteorites. The central ring contains enough mass to explain the rapid growth
of the giant planets' cores. The outermost ring is consistent with dynamical
models of Solar System evolution proposing that the early Solar System had a
primordial planetesimal disk beyond the current orbit of Uranus.",['astro-ph.EP'],2021-12-31,"['Andre Izidoro', 'Rajdeep Dasgupta', 'Sean N. Raymond', 'Rogerio Deienno', 'Bertram Bitsch', 'Andrea Isella']"
117,"A General Statistical Mechanics Framework for the Collective Motion of
  Animals","We propose a general statistical mechanics framework for the collective
motion of animals. The framework considers the principle of maximum entropy,
the interaction, boundary, and desire effects, as well as the time-delay
effect. These factors provide the ability to describe and solve dynamic and
non-equilibrium problems under this framework. We show that the Vicsek model,
the social force model, and some of their variants can be considered special
cases of this framework. Furthermore, this framework can be extended to the
maximum caliber setting. We demonstrate the potential of this framework for
model comparisons and parameter estimations by applying the model to observed
data from a field study of the emergent behavior of termites. Finally, we
demonstrate the flexibility of the framework by simulating some collective
moving phenomena for birds and ants.","['physics.bio-ph', 'stat.AP']",2021-12-31,"['Jiacheng Cai', 'Jianlong Zhang', 'Xuan Chen', 'Cai Wang']"
118,Shadow Extra Dimensions & Fuzzy Branes with an Exorcized Spectrum,"Particle physics models with extra dimensions of space (EDS's) and branes
shed new light on naturalness of the electroweak and flavor sectors, with a
rich TeV scale phenomenology. Usually, such models are formulated in the
framework of local effective field theories. The scope of this article is to
propose new model building issues with EDS and branes, arising in the framework
of string-inspired infinite derivative quantum field theories (QFT's), which
are perturbatively exorcized (ghost-free) and intrinsically nonlocal above some
ultraviolet (UV) scale. First, a toy model with bulk and brane scalar fields is
presented. It is shown that a 4D field localized on a $\delta$-like 3-brane is
still delocalized in the bulk on a small distance from the brane position, with
a penetration depth given by the nonlocal length scale. Fields localized on
such distant fuzzy branes are thus allowed to interact directly with suppressed
couplings, which is impossible in a local QFT. It is also argued that above the
nonlocal scale, it should be much more difficult to probe the Kaluza-Klein (KK)
tower in an experiment, because of the UV-opaqueness of such infinite
derivative QFT's. In this way, a shadow EDS is obtained if the nonlocal and
KK-scales are close to each other, such that the effects of the KK-excitations
are screened compared to a local QFT. After that, directions for model building
are given. By using this new possibility of fuzzy branes, a new realization of
split fermions in an EDS is presented, allowing to naturally generate flavor
hierarchies. Moreover, with a warped EDS, the usual warp transmutation of a
brane mass term is revisited, where it is shown that the nonlocal scale is also
redshifted. This may provide a new way to solve or reduce the little hierarchy
problem related to the Higgs boson mass.","['hep-th', 'hep-ph']",2021-12-31,['Florian Nortier']
119,Q-balls with Multiple Charges and Cores,"Q-balls -- whether in the single-field or multi-field context -- are usually
studied in theories containing only one stabilising symmetry. However, this is
not the most general scenario. In this paper, we study a class of theories with
multiple symmetries. We consider both the traditional thin- and thick-wall
limits of these theories, deriving sufficient conditions for existence in the
latter case. Moreover, we also introduce a new state that could exist in this
class of theory -- a cored Q-ball. We show that this new state can be
energetically stable, but leave a detailed phenomenological study to later
work.","['hep-ph', 'hep-th']",2021-12-31,['Olivier Lennon']
120,"Stability of the Type IIA flow and its applications in symplectic
  geometry","In this paper the dynamical stability of the Type IIA flow with no source
near its stationary points is established. These stationary points had been
shown previously by the authors to be Ricci-flat K\""ahler metrics on Calabi-Yau
3-folds. The dynamical stability of the Type IIA flow is then applied to prove
the stability under symplectic deformations of the K\""ahler property for
Calabi-Yau 3-folds.","['math.DG', 'hep-th', 'math-ph', 'math.AP', 'math.MP', 'math.SG']",2021-12-31,"['Teng Fei', 'Duong H. Phong', 'Sebastien Picard', 'Xiangwen Zhang']"
121,"The landscape of massive black-hole spectroscopy with LISA and Einstein
  Telescope","Measuring the quasi-normal mode~(QNM) spectrum emitted by a perturbed
black-hole~(BH) --~also known as BH spectroscopy~-- provides an excellent
opportunity to test the predictions of general relativity in the strong-gravity
regime. We investigate the prospects and precision of BH spectroscopy in
massive binary black hole ringdowns, one of the primary science objectives of
the future Laser Interferometric Space Antenna~(LISA) mission. We simulate
various massive binary BH population models, featuring competing prescriptions
for the Delays between galaxy and BH mergers, for the impact of supernova
feedback on massive BH growth, and for the initial population of high redshift
BH seeds (light versus heavy seeds). For each of these scenarios, we compute
the average number of expected events for precision BH spectroscopy using a
Fisher-matrix analysis. We find that, for any heavy seed scenario, LISA will
measure the dominant mode frequency within ${\cal O}(0.1) \%$ relative
uncertainty and will estimate at least 3 independent QNM parameters within $1
\%$ error. The most optimistic heavy seed scenarios produce $\mathcal{O}(100)$
events with $1 \%$ measurability for 3 or more QNM quantities during LISA's
operational time. On the other hand, light seed scenarios produce lighter
merger remnants, which ring at frequencies higher than LISA's sensitivity.
Interestingly, the light seed models give rise to a fraction of mergers in the
band of Einstein Telescope, allowing for the measurement of 3 QNM parameters
with $\sim 10 \%$ relative errors in approximately a few to ten events/yr. More
precise BH spectroscopy in the light seed scenarios would require instruments
operating in the deciHertz band.","['gr-qc', 'astro-ph.HE', 'hep-ph']",2021-12-31,"['Swetha Bhagwat', 'Costantino Pacilio', 'Enrico Barausse', 'Paolo Pani']"
122,The Formation of Intermediate Mass Black Holes in Galactic Nuclei,"Most stellar evolution models predict that black holes (BHs) should not exist
above approximately $50-70$ M$_\odot$. However, recent LIGO/Virgo detections
indicate the existence of BHs with masses at and above this threshold. We
suggest that massive BHs, including intermediate mass black holes (IMBHs), can
form in galactic nuclei through collisions between stellar-mass black holes and
the surrounding main-sequence stars. Considering dynamical processes such as
collisions, mass segregation, and relaxation, we find that this channel can be
quite efficient, forming IMBHs as massive as $10^4$ M$_\odot$. Our results
suggest that massive black holes and IMBHs may be ubiquitous in galactic
centres. This formation channel also has implications for observations.
Collisions between stars and BHs can produce electromagnetic signatures, for
example, from x-ray binaries and tidal disruption events. Additionally, formed
through this channel, both black holes in the mass gap and IMBHs can merge with
the supermassive black hole at the center of a galactic nucleus through
gravitational waves. These gravitational wave events are extreme and
intermediate mass ratio inspirals (EMRIs and IMRIs, respectively).","['astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']",2021-12-31,"['Sanaea C. Rose', 'Smadar Naoz', ""Re'em Sari"", 'Itai Linial']"
123,"Discovery of ammonia (9,6) masers in two high-mass star-forming regions","Molecular maser lines are signposts of high-mass star formation, probing
excitation and kinematics of very compact regions in the close environment of
young stellar objects and providing useful targets for trigonometric parallax
measurements. Only a few NH$_{3}$ (9,6) masers were known so far, and their
origin is still poorly understood. Here we aim to find new NH$_{3}$ (9,6)
masers to provide a better observational basis to study their role in high-mass
star-forming regions. We carried out NH$_{3}$ (9,6) observations toward Cepheus
A and G34.26$+$0.15 with the Effelsberg-100 m telescope and the Karl G. Janksy
Very Large Array. We discovered new NH$_{3}$ (9,6) masers in Cep A and
G34.26$+$0.25, which increases the number of high-mass star-forming regions
hosting NH$_{3}$ (9,6) masers from five to seven. Long term monitoring (20
months) at Effelsberg shows that the intensity of the (9,6) maser in
G34.26$+$0.25 is decreasing, while the Cep A maser remains stable. Compared to
the Effelsberg data and assuming linear variations between the epochs of
observation, the JVLA data indicate no missing flux. This suggests that the
NH$_3$ (9,6) emission arises from single compact emission regions that are not
resolved by the interferometric measurements. As JVLA imaging shows, the
NH$_{3}$ (9,6) emission in Cep A originates from a sub-arcsecond sized region,
slightly to the west of the peak position of the 1.36\,cm continuum object,
HW2. In G34.26$+$0.25, three NH$_{3}$ (9,6) maser spots are observed: one is
close to the head of the cometary ultracompact \h2 region C and the other two
are emitted from a compact region to the west of the hypercompact \h2 region A.
The newly found (9,6) masers appear to be related to outflows. Higher angular
resolution of JVLA and VLBI observations are needed to provide more accurate
positions and constraints for pumping scenarios.",['astro-ph.GA'],2021-12-31,"['Y. T. Yan', 'C. Henkel', 'K. M. Menten', 'Y. Gong', 'J. Ott', 'T. L. Wilson', 'A. Wootten', 'A. Brunthaler', 'J. S. Zhang', 'J. L. Chen', 'K. Yang']"
124,"Geometric Fluctuation of Conformal Hilbert Spaces and Multiple Graviton
  Modes in Fractional Quantum Hall Effect","We develop the microscopic theory for the emergence of multiple graviton
modes (GMs) in fractional quantum Hall (FQH) fluids, and show explicitly these
modes are associated with the geometric fluctuation of well-defined conformal
Hilbert spaces (CHS). These Hilbert spaces are hierarchical subspaces within a
single Landau level, each with emergent conformal symmetry and continuously
parameterized by a unimodular metric. We show explicitly the multiple GMs
originate from the spectral weights of the long wavelength GMP modes in each of
the CHSs, corresponding to the quantum fluctuation of each of its metric. For
different FQH phases, whether or not the spectral weight in a certain CHS is
zero can be analytically derived. This leads to a number of statements about
the number of GMs as well as merging and splitting of those modes, which we
verified numerically. We also discuss how the microscopic theory can serve as
the basis for the additional Haldane modes in the effective field theory
description, and their experimental relevance to realistic electron-electron
interaction.","['cond-mat.str-el', 'cond-mat.mes-hall']",2021-12-31,"['Yuzhu Wang', 'Bo Yang']"
125,"FACET: A new long-lived particle detector in the very forward region of
  the CMS experiment","We describe a proposal to add a set of very forward detectors to CMS for the
high-luminosity era of the Large Hadron Collider to search for beyond the
standard model long-lived particles, such as dark photons, heavy neutral
leptons, axion-like particles, and dark Higgs bosons. The proposed subsystem is
called FACET for Forward-Aperture CMS ExTension, and will be sensitive to any
particles that can penetrate at least 50 m of magnetized iron and decay in an
18 m long, 1 m diameter vacuum pipe. The decay products will be measured in
detectors using identical technology to the planned CMS Phase-2 upgrade.","['hep-ex', 'hep-ph']",2021-12-31,"['S. Cerci', 'D. Sunar Cerci', 'D. Lazic', 'G. Landsberg', 'F. Cerutti', 'M. Sabate-Gilarte', 'M. G. Albrow', 'J. Berryhill', 'D. R. Green', 'J. Hirschauer', 'S. Kulkarni', 'J. E. Brucken', 'L. Emediato', 'A. Mestvirishvili', 'J. Nachtman', 'Y. Onel', 'A. Penzo', 'O. Aydilek', 'B. Hacisahinoglu', 'S. Ozkorucuklu', 'H. Sert', 'C. Simsek', 'C. Zorbilmez', 'I. Hos', 'N. Hadley', 'A. Skuja', 'M. Du', 'R. Fang', 'Z. Liu', 'B. Isildak', 'V. Q. Tran']"
126,"Relative Defects in Relative Theories: Trapped Higher-Form Symmetries
  and Irregular Punctures in Class S","A relative theory is a boundary condition of a higher-dimensional topological
quantum field theory (TQFT), and carries a non-trivial defect group formed by
mutually non-local defects living in the relative theory. Prime examples are 6d
N=(2,0) theories that are boundary conditions of 7d TQFTs, with the defect
group arising from surface defects. In this paper, we study codimension-two
defects in 6d N=(2,0) theories, and find that the line defects living inside
these codimension-two defects are mutually non-local and hence also form a
defect group. Thus, codimension-two defects in a 6d N=(2,0) theory are relative
defects living inside a relative theory. These relative defects provide
boundary conditions for topological defects of the 7d bulk TQFT. A
codimension-two defect carrying a non-trivial defect group acts as an irregular
puncture when used in the construction of 4d N=2 Class S theories. The defect
group associated to such an irregular puncture provides extra ""trapped""
contributions to the 1-form symmetries of the resulting Class S theories. We
determine the defect groups associated to large classes of both conformal and
non-conformal irregular punctures. Along the way, we discover many new classes
of irregular punctures. A key role in the analysis of defect groups is played
by two different geometric descriptions of the punctures in Type IIB string
theory: one provided by isolated hypersurface singularities in Calabi-Yau
threefolds, and the other provided by ALE fibrations with monodromies.",['hep-th'],2021-12-31,"['Lakshya Bhardwaj', 'Simone Giacomelli', 'Max Hubner', 'Sakura Schafer-Nameki']"
127,"Generalized Bell-like inequality and maximum violation for multiparticle
  entangled Schr\""{o}dinger-cat-states of spin-s","This paper proposes a generalized Bell-like inequality (GBI) for
multiparticle entangled Schr\""{o}dinger-cat--states of arbitrary spin-$s$.
Based on quantum probability statistics the GBI and violation are formulated in
an unified manner with the help of state density operator, which can be
separated to local and non-local parts. The local part gives rise to the
inequality, while the non-local part is responsible for the violation. The GBI
is not violated at all by quantum average except the spin-$1/2$ entangled
states. If the measuring outcomes are restricted in the subspace of spin
coherent state (SCS), namely, only the maximum spin values $\pm s$, the GBI is
still meaningful for the incomplete measurement. With the help of SCS quantum
probability statistics, it is proved that the violation of GBI can occur only
for half-integer spins but not integer spins. Moreover, the maximum violation
bound depends on the number parity of entangled particles, that it is $1/2$ for
the odd particle-numbers while $1$ for even numbers.",['quant-ph'],2021-12-31,"['Yan Gu', 'Wei-Dong Li', 'Xiao-Lei Hao', 'Jiu-Qing Liang', 'Lian-Fu Wei']"
128,"Pulsar Timing Residual induced by Wideband Ultralight Dark Matter with
  Spin 0, 1, 2","The coherent oscillation of ultralight dark matter induces changes in
gravitational potential with the frequency in nanohertz range. This effect is
known to produce a monochromatic signal in the pulsar timing residual. Here we
discuss a multi fields scenario that produces a wide spectrum of frequencies,
such that the ultralight particle oscillation can mimic the pulsar timing
signal of stochastic gravitational wave background. We discuss how ultralight
dark matter with various spins produces such a wideband spectrum on pulsar
timing residuals and perform the Bayesian analysis to constrain the parameters.","['astro-ph.CO', 'gr-qc', 'hep-ph', 'hep-th']",2021-12-31,"['Sichun Sun', 'Xing-Yu Yang', 'Yun-Long Zhang']"
129,Non Abelian dual of the resolved conifold gauged linear sigma model,"We consider a U(1) Gauged Linear Sigma Model (GLSM) with (2,2) supersymmetry,
leading to a susy vacua of the resolved conifold. It possesses the non-Abelian
global symmetry SU(2)xSU(2). A non-Abelian T-duality can be constructed which
can be described by gauging the global non-Abelian symmetry. This leads to a
dual action, in terms of the dual model Kaehler and superpotential terms, which
include twisted chiral superfields dependence. Comparing the effective
potentials for the U(1) fields on the original and the dual models we determine
the instanton corrections to the dual action. We obtain the supersymmetry vacua
solution of the dual model, in three cases: first in an Abelian direction
inside SU(2)xSU(2), then for an Abelian direction considering instanton
corrections and finally for a semi-chiral non Abelian vector superfield. The
dual geometry for all of these cases (SUSY vacua space) is given by T5xR.
However the instanton corrections restrict the Fayet-Iliopoulos term to be zero
and fix the theta-term, which implies that the duality is established for the
case of the singular conifold. We also discuss the U(1)A R-symmetry in the dual
model and its possible role.","['hep-th', 'math-ph', 'math.MP']",2021-12-31,"['Nana Geraldine Cabo Bizet', 'Yulier Jiménez Santana', 'Roberto Santos Silva']"
130,"Large-scale focusing joint inversion of gravity and magnetic data with
  Gramian constraint","A fast algorithm for the large-scale joint inversion of gravity and magnetic
data is developed. It uses a nonlinear Gramian constraint to impose correlation
between density and susceptibility of reconstructed models. The global
objective function is formulated in the space of the weighted parameters, but
the Gramian constraint is implemented in the original space, and the nonlinear
constraint is imposed using two separate Lagrange parameters, one for each
model domain. This combined approach provides more similarity between the
reconstructed models. It is assumed that the measured data are obtained on a
uniform grid and that a consistent regular discretization of the volume domain
is imposed. The sensitivity matrices exhibit a block Toeplitz Toeplitz block
structure for each depth layer of the model domain. Forward and transpose
operations with the matrices can be implemented efficiently using two
dimensional fast Fourier transforms. This makes it feasible to solve for large
scale problems with respect to both computational costs and memory demands, and
to solve the nonlinear problem by applying iterative methods that rely only on
matrix vector multiplications. As such, the use of the regularized reweighted
conjugate gradient algorithm, in conjunction with the structure of the
sensitivity matrices, leads to a fast methodology for large-scale joint
inversion of geophysical data sets. Numerical simulations demonstrate that it
is possible to apply a nonlinear joint inversion algorithm, with $L_p$-norm
stabilisers, for the reconstruction of large model domains on a standard laptop
computer. It is demonstrated, that the p=1 choice provides sparse reconstructed
solutions with sharp boundaries, and $p=2$ provides smooth and blurred models.
Gravity and magnetic data obtained over an area in northwest of Mesoproterozoic
St. Francois Terrane, southeast of Missouri, USA are inverted.","['physics.geo-ph', 'cs.NA', 'math.NA']",2021-12-31,"['Saeed Vatankhah', 'Rosemary A. Renaut', 'Xingguo Huang', 'Kevin Mickus', 'Mostafa Gharloghi']"
