,abstract,Field
277,"Many processes in cell biology involve diffusion in a domain $\Omega$ that
contains a target $\calU$ whose boundary $\partial \calU$ is a chemically
reactive surface. Such a target could represent a single reactive molecule, an
intracellular compartment or a whole cell. Recently, a probabilistic framework
for studying diffusion-mediated surface reactions has been developed that
considers the joint probability density or propagator for the particle position
and the so-called boundary local time. The latter characterizes the amount of
time that a Brownian particle spends in the neighborhood of a point on a
totally reflecting boundary. The effects of surface reactions are then
incorporated via an appropriate stopping condition for the boundary local time.
In this paper we generalize the theory of diffusion-mediated surface reactions
to cases where the whole interior target domain $\calU$ acts as a partial
absorber rather than the target boundary $\partial \calU$. Now the particle can
freely enter and exit $\calU$, and is only able to react (be absorbed) within
$\calU$. The appropriate Brownian functional is then the occupation time
(accumulated time that the particle spends within $\calU$) rather than the
boundary local time. We show that both cases can be considered within a unified
framework by using a Feynman-Kac formula to derive a boundary value problem
(BVP) for the propagator of the corresponding Brownian functional, and
introducing an associated stopping condition. We illustrate the theory by
calculating the mean first passage time (MFPT) for a spherical target $\calU$
located at the center of a spherical domain $\Omega$. This is achieved by
solving the propagator BVP directly, rather than using spectral methods. We
find that if the first moment of the stopping time density is infinite, then
the MFPT is also infinite, that is, the spherical target is not sufficiently
absorbing.",1
278,"What can we hope to learn about brains from the free energy principle? In
adopting the ""primordial soup"" physical model, Bruineberg et al. perpetuate the
unsupported notion that the free energy principle has a meaningful
physical--and neuronal--interpretation. We examine how minimization of free
energy arises in physical contexts, and what this can and cannot tell us about
brains.",1
279,"Reaction networks (RNs) comprise a set $X$ of species and a set $\mathscr{R}$
of reactions $Y\to Y'$, each converting a multiset of educts $Y\subseteq X$
into a multiset $Y'\subseteq X$ of products. RNs are equivalent to directed
hypergraphs. However, not all RNs necessarily admit a chemical interpretation.
Instead, they might contradict fundamental principles of physics such as the
conservation of energy and mass or the reversibility of chemical reactions. The
consequences of these necessary conditions for the stoichiometric matrix
$\mathbf{S} \in \mathbb{R}^{X\times\mathscr{R}}$ have been discussed
extensively in the literature. Here, we provide sufficient conditions for
$\mathbf{S}$ that guarantee the interpretation of RNs in terms of balanced sum
formulas and structural formulas, respectively.
  Chemically plausible RNs allow neither a perpetuum mobile, i.e., a ""futile
cycle"" of reactions with non-vanishing energy production, nor the creation or
annihilation of mass. Such RNs are said to be thermodynamically sound and
conservative. For finite RNs, both conditions can be expressed equivalently as
properties of $\mathbf{S}$. The first condition is vacuous for reversible
networks, but it excludes irreversible futile cycles and - in a stricter sense
- futile cycles that even contain an irreversible reaction. The second
condition is equivalent to the existence of a strictly positive reaction
invariant. Furthermore, it is sufficient for the existence of a realization in
terms of sum formulas, obeying conservation of ""atoms"". In particular, these
realizations can be chosen such that any two species have distinct sum
formulas, unless $\mathbf{S}$ implies that they are ""obligatory isomers"". In
terms of structural formulas, every compound is a labeled multigraph, in
essence a Lewis formula, and reactions comprise only a rearrangement of bonds
such that the total bond order is preserved.",1
280,"Microbial biomass carbon (MBC), a crucial soil labile carbon fraction, is the
most active component of the soil organic carbon (SOC) that regulates
bio-geochemical processes in terrestrial ecosystems. Some studies in the
literature ignore the effect of microbial population growth on carbon
decomposition rates. In reality, we might expect that the decomposition rate
should be related to the population of microbes in the soil and have a positive
relationship with the size of the microbial biomass pool. In this study, we
explore the effect of microbial population growth on the accuracy of modelling
soil carbon sequestration by developing and comparing two soil carbon models
that consider a carrying capacity and limit to the growth of the microbial
pool. We apply our models to three datasets, two small and one large datasets,
and we select the best model in terms of having the best predictive performance
through two model selection methods. Through this analysis we reveal that
commonly used complex soil carbon models can over-fit in the presence of both
small and large time-series datasets, and our simpler model can produce more
accurate predictions. We conclude that considering the microbial population
growth in a soil carbon model improves the accuracy of a model in the presence
of a large dataset.",1
281,"In this work, we let the sweet spot be the region where a sound wave
generated by an array of loudspeakers is psycho-acoustically close to a desired
auditory scene, and we develop a method that aims to generate a sound wave that
directly maximizes this sweet spot. Our method incorporates psycho-acoustic
principles from the onset and is flexible: while it imposes little to no
constraints on the regions of interest, the arrangement of loudspeakers or
their radiation pattern, it allows for a wide array of psycho-acoustic models
that include state-of-the-art monaural psycho-acoustic models. Our method
leverages tools from analysis and optimization that allow for its mathematical
analysis and efficient implementation. Our numerical results show that our
method yields larger sweet spots compared to some state-of-the-art methods when
performing sound field reconstruction for sinusoidal signals using van de Par's
psycho-acoustic model.",1
282,"Two-sample p-values test for statistical significance. Yet p-values cannot
determine if a result has a negligible (near-zero) effect size, nor compare
evidence for negligibility among independent studies. We propose the most
difference in means ({\delta}M) statistic to assess the practical
insignificance of results by measuring the evidence for a negligible effect
size. Both {\delta}M and the relative form of {\delta}M allow hypothesis
testing for negligibility and outperform other candidate statistics in
identifying results with stronger evidence of negligible effect. We compile
results from broadly related experiments and use the relative {\delta}M to
compare practical insignificance across different measurement methods and
experiment models. Reporting the relative {\delta}M builds consensus for
negligible effect size by making near-zero results more quantitative and
publishable.",1
283,"Phagocytosis is the process of engulfment and internalization of
comparatively large particles by the cell, that plays a central role in the
functioning of our immune system. We study the process of phagocytosis by
considering a simplified coarse grained model of a three-dimensional vesicle,
having uniform adhesion interaction with a rigid particle, in the presence of
curved membrane proteins and active cytoskeletal forces. Complete engulfment is
achieved when the bending energy cost of the vesicle is balanced by the gain in
the adhesion energy. The presence of curved (convex) proteins reduces the
bending energy cost by self-organizing with higher density at the highly curved
leading edge of the engulfing membrane, which forms the circular rim of the
phagocytic cup that wraps around the particle. This allows the engulfment to
occur at much smaller adhesion strength. When the curved proteins exert
outwards protrusive forces, representing actin polymerization, at the leading
edge, we find that engulfment is achieved more quickly and at lower protein
density. We consider spherical as well as non-spherical particles, and find
that non-spherical particles are more difficult to engulf in comparison to the
spherical particles of the same surface area. For non-spherical particles, the
engulfment time crucially depends upon the initial orientation of the particles
with respect to the vesicle. Our model offers a mechanism for the spontaneous
self-organization of the actin cytoskeleton at the phagocytic cup, in good
agreement with recent high-resolution experimental observations.",1
284,"Prokaryotic viruses, which infect bacteria and archaea, are key players in
microbial communities. Predicting the hosts of prokaryotic viruses helps
decipher the dynamic relationship between microbes. Although there are
experimental methods for host identification, they are either labor-intensive
or require the cultivation of the host cells, creating a need for computational
host prediction. Despite some promising results, computational host prediction
remains a challenge because of the limited known interactions and the sheer
amount of sequenced phages by high-throughput sequencing technologies. The
state-of-the-art methods can only achieve 43% accuracy at the species level.
This work presents CHERRY, a tool formulating host prediction as link
prediction in a knowledge graph. As a virus-prokaryotic interaction prediction
tool, CHERRY can be applied to predict hosts for newly discovered viruses and
also the viruses infecting antibiotic-resistant bacteria. We demonstrated the
utility of CHERRY for both applications and compared its performance with the
state-of-the-art methods in different scenarios. To our best knowledge, CHERRY
has the highest accuracy in identifying virus-prokaryote interactions. It
outperforms all the existing methods at the species level with an accuracy
increase of 37%. In addition, CHERRY's performance is more stable on short
contigs than other tools.",1
285,"Conceptual and mathematical models of neurons have lagged behind empirical
understanding for decades. Here we extend previous work in modeling biological
systems with fully scale-independent quantum information-theoretic tools to
develop a uniform, scalable representation of synapses, dendritic and axonal
processes, neurons, and local networks of neurons. In this representation,
hierarchies of quantum reference frames act as hierarchical active-inference
systems. The resulting model enables specific predictions of correlations
between synaptic activity, dendritic remodeling, and trophic reward. We
summarize how the model may be generalized to nonneural cells and tissues in
developmental and regenerative contexts.",1
286,"There is evidence that for most brain networks all pathways between cortical
regions either pass through the thalamus or a transthalamic parallel route
exists for any direct corticocortical connection. The networks created by these
connections through the thalamus, which effects neural signals in an inhibitory
manner, has not been significantly studied in the literature and as such it is
of interest to investigate the role of the thalamus in selective inhibition of
these networks. Using a linear-threshold model for individual brain
subnetworks, in this work we study both hierarchical and star-connected
thalamocortical networks. Using tools from singular perturbation and switched
system theory we show that selective inhibition can be achieved in such
networks through a combination of feedback and feedforward control. We finish
with numerical examples illustrating that the input from the thalamus appears
to allow for a lower magnitude control law than for strictly cortical networks.",1
287,"We report on the first proof-of-concept system demonstrating how one can
control a qubit with mental activity. We developed a method to encode neural
correlates of mental activity as instructions for a quantum computer. Brain
signals are detected utilizing electrodes placed on the scalp of a person, who
learns how to produce the required mental activity to issue instructions to
rotate and measure a qubit. Currently, our proof-of-concept runs on a software
simulation of a quantum computer. At the time of writing, available quantum
computing hardware and brain activity sensing technology are not sufficiently
developed for real-time control of quantum states with the brain. But we are
one step closer to interfacing the brain with real quantum machines, as
improvements in hardware technology at both fronts become available in time to
come. The paper ends with a discussion on some of the challenging problems that
need to be addressed before we can interface the brain with quantum hardware.",1
288,"The brain's functional connectivity fluctuates over time instead of remaining
steady in a stationary mode even during the resting state. This fluctuation
establishes the dynamical functional connectivity that transitions in a
non-random order between multiple modes. Yet it remains unexplored how the
transition facilitates the entire brain network as a dynamical system and what
utility this mechanism for dynamic reconfiguration can bring over the widely
used graph theoretical measurements. To address these questions, we propose to
conduct an energetic analysis of functional brain networks using resting-state
fMRI and behavioral measurements from the Human Connectome Project. Through
comparing the state transition energy under distinct adjacent matrices, we
justify that dynamic functional connectivity leads to 60% less energy cost to
support the resting state dynamics than static connectivity when driving the
transition through default mode network. Moreover, we demonstrate that
combining graph theoretical measurements and our energy-based control
measurements as the feature vector can provide complementary prediction power
for the behavioral scores (Combination vs. Control: t = 9.41, p = 1.64e-13;
Combination vs. Graph: t = 4.92, p = 3.81e-6). Our approach integrates
statistical inference and dynamical system inspection towards understanding
brain networks.",1
289,"Deep autoencoders are often extended with a supervised or adversarial loss to
learn latent representations with desirable properties, such as greater
predictivity of labels and outcomes or fairness with respects to a sensitive
variable. Despite the ubiquity of supervised and adversarial deep latent factor
models, these methods should demonstrate improvement over simpler linear
approaches to be preferred in practice. This necessitates a reproducible linear
analog that still adheres to an augmenting supervised or adversarial objective.
We address this methodological gap by presenting methods that augment the
principal component analysis (PCA) objective with either a supervised or an
adversarial objective and provide analytic and reproducible solutions. We
implement these methods in an open-source Python package, AugmentedPCA, that
can produce excellent real-world baselines. We demonstrate the utility of these
factor models on an open-source, RNA-seq cancer gene expression dataset,
showing that augmenting with a supervised objective results in improved
downstream classification performance, produces principal components with
greater class fidelity, and facilitates identification of genes aligned with
the principal axes of data variance with implications to development of
specific types of cancer.",1
290,"In particle-based stochastic reaction-diffusion models, reaction rate and
placement kernels are used to decide the probability per time a reaction can
occur between reactant particles, and to decide where product particles should
be placed. When choosing kernels to use in reversible reactions, a key
constraint is to ensure that detailed balance of pointwise reaction-fluxes
holds at equilibrium. In this work we formulate a general partial-integral
differential equation model that encompasses several of the commonly used
contact reactivity (e.g. Collins-Kimball-Smoluchowski) and volume reactivity
(e.g. Doi) particle models. From these equations we derive a detailed balance
condition for the reversible $\textrm{A} + \textrm{B} \leftrightarrows
\textrm{C}$ reaction. In bounded domains with no-flux boundary conditions, when
choosing unbinding kernels consistent with several commonly used binding
kernels, we show that preserving pointwise detailed balance requires spatially
varying unbinding rate functions near the domain boundary. Brownian Dynamics
simulation algorithms can realize such varying rates through ignoring domain
boundaries during unbinding, but rejecting unbinding events that result in
product particles being placed outside the domain.",1
291,"Colorectal cancer (CRC) is the third most frequent malignant disease in the
world. In some countries with established screening programs, its incidence and
mortality have decreased, and survival has improved. AIMS: To obtain reliable
data about the epidemiology of CRC in Chile, we analyzed the trends in the last
ten years and the influence of observable factors on survival, including
explicit guarantees in CRC treatment access (GES program).
  Publicly available data published by the Health Ministry and National
Institute of Statistics were used. Data were obtained from registries of
mortality and hospital discharges, making follow-up of the individuals
possible. Crude and age-standardized incidence and mortality rates were
calculated, and individual survival was studied by constructing Kaplan-Meier
curves. Finally, a Cox statistical model was established to estimate the impact
of the observable factors.",1
292,"The capability of current force fields to reproduce RNA structural dynamics
is limited. Several methods have been developed to take advantage of
experimental data in order to enforce agreement with experiments. We herein
extend an existing framework, which allows arbitrarily chosen force-field
correction terms to be fitted by quantification of the discrepancy between
observables back-calculated from simulation and corresponding experiments. We
apply a robust regularization protocol to avoid overfitting, and additionally
introduce and compare a number of different regularization strategies, namely
L1-, L2-, Kish Size-, Relative Kish Size- and Relative Entropy-penalties. The
training set includes a GACC tetramer as well as more challenging systems,
namely gcGAGAgc and gcUUCGgc RNA tetraloops. Specific intramolecular hydrogen
bonds in the AMBER RNA force field are corrected with automatically determined
parameters that we call gHBfix$_{opt}$. A validation involving a separate
simulation of a system present in the training set (gcUUCGgc) and new systems
not seen during training (CAAU and UUUU tetramers) displays improvements
regarding native population of the tetraloop as well as good agreement with
NMR-experiments for tetramers when using the new parameters. Then we simulate
folded RNAs (a kink-turn and L1 stalk rRNA) including hydrogen bond types not
sufficiently present in the training set. This allows a final modification of
the parameter set which is named gHBfix21 and is suggested to be applicable to
a wider range of RNA systems.",1
293,"We have developed a graphic user interface (GUI), ExBrainable, dedicated to
convolutional neural networks (CNN) model training and visualization in
electroencephalography (EEG) decoding. Available functions include model
training, evaluation, and parameter visualization in terms of temporal and
spatial representations. We demonstrate these functions using a well-studied
public dataset of motor-imagery EEG and compare the results with existing
knowledge of neuroscience. The primary objective of ExBrainable is to provide a
fast, simplified, and user-friendly solution of EEG decoding for investigators
across disciplines to leverage cutting-edge methods in brain/neuroscience
research.",1
294,"Active inference is an account of cognition and behavior in complex systems
which brings together action, perception, and learning under the theoretical
mantle of Bayesian inference. Active inference has seen growing applications in
academic research, especially in fields that seek to model human or animal
behavior. While in recent years, some of the code arising from the active
inference literature has been written in open source languages like Python and
Julia, to-date, the most popular software for simulating active inference
agents is the DEM toolbox of SPM, a MATLAB library originally developed for the
statistical analysis and modelling of neuroimaging data. Increasing interest in
active inference, manifested both in terms of sheer number as well as
diversifying applications across scientific disciplines, has thus created a
need for generic, widely-available, and user-friendly code for simulating
active inference in open-source scientific computing languages like Python. The
Python package we present here, pymdp (see
https://github.com/infer-actively/pymdp), represents a significant step in this
direction: namely, we provide the first open-source package for simulating
active inference with partially-observable Markov Decision Processes or POMDPs.
We review the package's structure and explain its advantages like modular
design and customizability, while providing in-text code blocks along the way
to demonstrate how it can be used to build and run active inference processes
with ease. We developed pymdp to increase the accessibility and exposure of the
active inference framework to researchers, engineers, and developers with
diverse disciplinary backgrounds. In the spirit of open-source software, we
also hope that it spurs new innovation, development, and collaboration in the
growing active inference community.",1
295,"Visual attention estimation is an active field of research at the crossroads
of different disciplines: computer vision, artificial intelligence and
medicine. One of the most common approaches to estimate a saliency map
representing attention is based on the observed images. In this paper, we show
that visual attention can be retrieved from EEG acquisition. The results are
comparable to traditional predictions from observed images, which is of great
interest. For this purpose, a set of signals has been recorded and different
models have been developed to study the relationship between visual attention
and brain activity. The results are encouraging and comparable with other
approaches estimating attention with other modalities. The codes and dataset
considered in this paper have been made available at
\url{https://figshare.com/s/3e353bd1c621962888ad} to promote research in the
field.",1
296,"Analysis of longitudinal Electronic Health Record (EHR) data is an important
goal for precision medicine. Difficulty in applying Machine Learning (ML)
methods, either predictive or unsupervised, stems in part from the
heterogeneity and irregular sampling of EHR data. We present an unsupervised
probabilistic model that captures nonlinear relationships between variables
over continuous-time. This method works with arbitrary sampling patterns and
captures the joint probability distribution between variable measurements and
the time intervals between them. Inference algorithms are derived that can be
used to evaluate the likelihood of future using under a trained model. As an
example, we consider data from the United States Veterans Health Administration
(VHA) in the areas of diabetes and depression. Likelihood ratio maps are
produced showing the likelihood of risk for moderate-severe vs minimal
depression as measured by the Patient Health Questionnaire-9 (PHQ-9).",1
297,"Modern histopathological image analysis relies on the segmentation of cell
structures to derive quantitative metrics required in biomedical research and
clinical diagnostics. State-of-the-art deep learning approaches predominantly
apply convolutional layers in segmentation and are typically highly customized
for a specific experimental configuration; often unable to generalize to
unknown data. As the model capacity of classical convolutional layers is
limited by a finite set of learned kernels, our approach uses a graph
representation of the image and focuses on the node transitions in multiple
magnifications. We propose a novel architecture for semantic segmentation of
cell nuclei robust to differences in experimental configuration such as
staining and variation of cell types. The architecture is comprised of a novel
neuroplastic graph attention network based on residual graph attention layers
and concurrent optimization of the graph structure representing multiple
magnification levels of the histopathological image. The modification of graph
structure, which generates the node features by projection, is as important to
the architecture as the graph neural network itself. It determines the possible
message flow and critical properties to optimize attention, graph structure,
and node updates in a balanced magnification loss. In experimental evaluation,
our framework outperforms ensembles of state-of-the-art neural networks, with a
fraction of the neurons typically required, and sets new standards for the
segmentation of new nuclei datasets.",1
298,"Like a rocket being propelled into space, evolution has engineered flies to
launch into adulthood via multiple stages. Flies develop and deploy two
distinct bodies, linked by the transformative process of metamorphosis. The fly
larva is a soft hydraulic tube that can crawl to find food and avoid predators.
The adult fly has a stiff exoskeleton with articulated limbs capable of
long-distance navigation and rich social interactions. Because the larval and
adult forms are so distinct in structure, they require distinct strategies for
sensing and moving the body. The metamorphic divide thus presents an
opportunity for comparative analysis of neural circuits. Here, we review recent
progress toward understanding the neural mechanisms of proprioception and motor
control in larval and adult Drosophila. We highlight commonalities that point
toward general principles of sensorimotor control and differences that may
reflect unique constraints imposed by biomechanics. Finally, we discuss
emerging opportunities for comparative analysis of neural circuit architecture
in the fly and other animal species.",1
299,"The performance of medical devices that record electrophysiological activity
to diagnose epilepsy and cardiac arrythmia depend on consistently low impedance
interfaces between conductors and the skin. Clinically standard devices, wet
electrodes, use hydrogels and skin abrasion to improve the interface and
recorded signal quality. These electrodes and their required preparation are
challenging to self-administer which reduces the frequency of disease
monitoring and impedes in-home care. Wearable dry electrodes are more
practical; however, they show higher impedance relative to wet electrodes and
are costly to customize. In this work, a fabrication method for producing
anatomically fit, dry electrodes that can be optimized for individuals and/or
specific recording locations on the body is presented. Electroless gold plating
is used in combination with 3D printing to enable anatomically fit,
high-performance, 3D dry electrodes that do not require any skin preparation
and are comfortable to wear. The performance of the example 3D dry electrodes
is compared to clinically standard devices. The resulting electrodes exhibited
an average electrode-skin impedance of 71.2 k{\Omega} at 50Hz and DC offset of
-20 mV, which is within the range achieved by clinical wet electrodes.",1
300,"A wide variety of cultural practices take the form of ""tacit"" knowledge,
where the rules and principles are neither obvious to an observer nor known
explicitly by the practitioners. This poses a problem for cultural evolution:
if beginners cannot simply imitate experts, and experts cannot simply say or
demonstrate what they are doing, how can tacit knowledge pass from generation
to generation? We present a domain-general model of ""tacit teaching"", that
shows how high-fidelity transmission of tacit knowledge is possible. It applies
in cases where the underlying features of the practice are subject to
interacting and competing constraints, as is expected both in embodied and in
social practices. Our model makes predictions for key features of the teaching
process. It predicts a tell-tale distribution of teaching outcomes: some
students will be nearly perfect performers while others receiving the same
instruction will be disastrously bad. This differs from most mainstream
cultural evolution models centered on high-fidelity transmission with minimal
copying errors, which lead to a much narrower distribution where students are
mostly equally mediocre. The model also predicts generic features of the
cultural evolution of tacit knowledge. The evolution of tacit knowledge is
expected to be bursty, with long periods of stability interspersed with brief
periods of dramatic change, and where tacit knowledge, once lost, becomes
essentially impossible to recover.",1
301,"We developed a simple mathematical model to describe criminality and the
justice system composed of the police investigation and court trial. The model
assessed two features of organized crime -- the cost-benefit analysis done by
the crime-susceptible to commit a crime and the whistleblowing of the law
offenders. The model was formulated considering the mass action law commonly
used in the disease propagation modelings, which can shed light on the model's
analysis. The crime-susceptible individuals analyze two opposing forces --
committing crime influenced by the law offenders not caught by police neither
imprisonment by the court trial (benefit of enjoying the corruption incoming),
and the refraction to commit crime influenced by those caught by police or
condemned by a court (cost of incarceration). Moreover, we assessed the dilemma
for those captured by police investigation to participate in the rewarding
whistleblowing program. The model was applied to analyze the ""car wash
operation"" against corruption in Brazil. The model analysis showed that the
cost-benefit analysis of crime-susceptible individuals whether the act of
bribery is worth or not determined the basic crime reproduction number
(threshold); however, the rewarding whistleblowing policies improved the combat
to corruption arising a sub-threshold. Some adopted mechanisms to control the
Covid-19 pandemic shed light on understanding the ""car wash peration"" and
threatens to the fight against corruption. Appropriate coverage of corruption
by media, enhancement of laws against white-collar crimes, well-functioning
police investigation and court trial, and the rewarding whistleblowing policies
inhibited and decreased the corruption.",1
302,"Functional optical imaging in neuroscience is rapidly growing with the
development of new optical systems and fluorescence indicators. To realize the
potential of these massive spatiotemporal datasets for relating neuronal
activity to behavior and stimuli and uncovering local circuits in the brain,
accurate automated processing is increasingly essential. In this review, we
cover recent computational developments in the full data processing pipeline of
functional optical microscopy for neuroscience data and discuss ongoing and
emerging challenges.",1
303,"Nowcasting and forecasting of epidemic spreading, fundamental support for
policy makers' decisions, rely on incidence series of reported cases to derive
the fundamental epidemiological parameters. Two relevant drawbacks for
predictions are the unknown fraction of undocumented cases and levels of
nonpharmacological interventions that span highly heterogeneously across
different places. We describe a simple approach using a compartmental model
including asymptomatic and pre-asymptomatic contagions that allows to estimate
both the level of undocumented infections and the value of $R_t$ from reported
case series in terms of epidemiological parameters. The method was applied to
epidemic series for of COVID-19 across different municipalities in Brazil
allowing to quantify the heterogeneity level of under-reporting across
different places. The reproductive number derived within the current framework
is little sensitive to both diagnosis and infection rates during the
asymptomatic states, while being very sensitive to variations in case count
series. The methods described here are general and we expect that they can be
extended to other epidemiological approaches and surveillance data.",1
304,"As a result of the identification of 'identity' and 'indistinguishability'
and strong experimental evidence for the presence of the associated
Bose-Einstein statistics in human cognition and language, we argued in previous
work for an extension of the research domain of quantum cognition. In addition
to quantum complex vector spaces and quantum probability models, we showed that
quantization itself, with words as quanta, is relevant and potentially
important to human cognition. In the present work, we build on this result, and
introduce a powerful radiation quantization scheme for human cognition. We show
that the lack of independence of the Bose-Einstein statistics compared to the
Maxwell-Boltzmann statistics can be explained by the presence of a 'meaning
dynamics', which causes words to be attracted to the same words. And so words
clump together in the same states, a phenomenon well known for photons in the
early years of quantum mechanics, leading to fierce disagreements between
Planck and Einstein. Using a simple example, we introduce all the elements to
get a better and detailed view of this 'meaning dynamics', such as micro and
macro states, and Maxwell-Boltzmann, Bose-Einstein and Fermi-Dirac numbers and
weights, and compare this example and its graphs, with the radiation
quantization scheme of a Winnie the Pooh story, also with its graphs. By
connecting a concept directly to human experience, we show that entanglement is
a necessity for preserving the 'meaning dynamics' we identified, and it becomes
clear in what way Fermi-Dirac addresses human memory. There, in spaces with
internal parameters identical words can nevertheless be assigned different
states.",1
305,"It has recently been discovered that the viscoelastic properties of cells are
inherent markers reflecting the complex biological states, functions and
malfunctions of the cells. Although the extraction of model parameters from the
viscoelasticity data of many cell types has been done successfully using
integer order mechanical and power-law viscoelastic models, there are some cell
types and conditions where the goodness of fits falls behind. Thus, fractional
order viscoelastic models have been proposed as more general and better suited
for such modeling. In this work, we test such proposed generality using
published data already fitted by integer order models. We find that cell
viscoelasticity data can be fitted using fractional order viscoelastic models
in more situations than integer order. For macrophages, which are among the
white blood cells that function in the immune system, the fractional order
Kelvin-Voigt model best captures pharmacological interventions and maturation
of the cells. The steady state viscosity of macrophages decreases following
depolymerization of F-actin using the drug cytochalasin D, and also decreases
following myosin II breakdown using Blebbistatin. When macrophages are treated
with a bacterium-derived chemoattractant, the steady state viscosity decreases.
Interestingly, both the steady state viscosity and elastic modulus are
progressively altered as the cells become mature and approach senescence. Taken
together, these results show that fractional viscoelastic modeling, more
robustly than integer order modeling, enables the further quantification of
cell function and malfunction, with potential diagnostic and therapeutic
applications especially in cases of cancer and immune system dysfunctions.",1
306,"In natural ecosystems, species often compete with multiple species to survive
and acquire resources. These species can be characterized by their different
growth profile and life history strategies, namely r and K selected species
(Williams et.al., The journal of wildlife management, 2013). In this paper, we
examine the role of different life-history strategies on the stability of the
competitive community along with network complexity. We obtain that the
r-selected species enhance community stability and resilience; on the other
hand, K-selected species show the opposite trend. Network connectance shows a
consistent trend of increasing stability; on the other side, the number of
species shows a context-dependent effect on stability. Stability decreases with
species number when the proportion of r-selected species is low or moderate and
shows precisely the opposite trend when the ratio of r-selected species is
high. We also show that our result is robust irrespective of network structure.",1
307,"Some genes can promote or repress their own expressions, which is called
autoregulation. In general, it is extremely difficult to determine the
existence of autoregulation with direct biochemical approaches. Nevertheless,
autoregulations reveal themselves in gene expression profiles. We prove some
mathematical propositions. Based on these propositions, we develop some simple
but robust mathematical methods that infer the existence of autoregulation from
gene expression data. We also apply our methods to experimental data to
determine some genes that might have autoregulation.",1
308,"A model is presented relating the evolution of genomic GC content over time
to AT$\rightarrow$GC and GC$\rightarrow$AT mutation rates. By employing It\^o
calculus it is shown that if mutation rates in asexually reproducing organisms
are subject to random perturbations that can vary over time several
implications follow. For instance, an extra Brownian motion term appears
influencing nucleotide variability; the greater the variability of the random
perturbations on the mutation rates the stronger the impact of the Brownian
motion term. Reducing the influence of the random perturbations, to limit
fitness decreasing and deleterious mutations, will likely imply divesting
resources to genomic repair systems. The stable mutation rates seen in many
organisms could thus be an evolved strategy to reduce the influence of the
Brownian motion term. Furthermore, if change to genomic GC content, i.e. the GC
content of variable sites or single nucleotide polymorphisms (SNPs), is just as
likely to increase as to decrease, something that resembles knockout of repair
enzymes and removal of selective pressures seen in evolutionary laboratory
experiments, the species genome will likely decay unless infinite resources are
available. These implications are solely a consequence of allowing random
perturbations affect AT- and GC mutation rates and not obtainable using
standard non-stochastic methodology. Finally, a connection between the model
for genomic GC content evolution and the classical Luria-Delbr\""uck mutation
model is presented in a stochastic setting.",1
309,"We propose a computational framework to study the growth and spread of
bacterial biofilms on interfaces, as well as the action of antibiotics on them.
Bacterial membranes are represented by boundaries immersed in a fluid matrix
and subject to interaction forces. Growth, division and death of bacterial
cells follow dynamic energy budget rules, in response to variations in
environmental concentrations of nutrients, toxicants and substances released by
the cells. In this way, we create, destroy and enlarge boundaries, either
spherical or rod-like. Appropriate forces represent details of the interaction
between cells, and the interaction with the environment. Numerical simulations
illustrate the evolution of top views and diametral slices of small biofilm
seeds, as well as the action of antibiotics. We show that cocktails of
antibiotics targeting active and dormant cells can entirely eradicate a
biofilm.",1
310,"Attention-based deep networks have been successfully applied on textual data
in the field of NLP. However, their application on protein sequences poses
additional challenges due to the weak semantics of the protein words, unlike
the plain text words. These unexplored challenges faced by the standard
attention technique include (i) vanishing attention score problem and (ii) high
variations in the attention distribution. In this regard, we introduce a novel
{\lambda}-scaled attention technique for fast and efficient modeling of the
protein sequences that addresses both the above problems. This is used to
develop the {\lambda}-scaled attention network and is evaluated for the task of
protein function prediction implemented at the protein sub-sequence level.
Experiments on the datasets for biological process (BP) and molecular function
(MF) showed significant improvements in the F1 score values for the proposed
{\lambda}-scaled attention technique over its counterpart approach based on the
standard attention technique (+2.01% for BP and +4.67% for MF) and
state-of-the-art ProtVecGen-Plus approach (+2.61% for BP and +4.20% for MF).
Further, fast convergence (converging in half the number of epochs) and
efficient learning (in terms of very low difference between the training and
validation losses) were also observed during the training process.",1
311,"Effective strategies of vaccine prioritization are essential to mitigate the
impacts of severe infectious diseases. We investigate the role of infection
fatality ratio (IFR) and social contact matrices on vaccination prioritization
using a compartmental epidemic model fueled by real-world data of different
diseases (COVID-19 and influenza) and countries (Brazil, Germany, and Uganda).
Our study confirms that massive and early vaccination is extremely effective to
reduce the disease fatality if the contagion is mitigated, but the
effectiveness is increasingly reduced as vaccination beginning delays in an
uncontrolled epidemiological scenario. The optimal and least effective
prioritization strategies depend non-linearly on epidemiological variables.
Regions of the epidemiological parameter space, in which prioritizing the most
vulnerable is more effective than the most contagious individuals, are
substantially broader for COVID-19's IFR in comparison with influenza.
Demographics and social contact matrices deform the phase diagrams but do not
alter their qualitative shapes.",1
