,title,abstract,categories,created,authors
104,"Channel Estimation for Hybrid Massive MIMO Systems with
  Adaptive-Resolution ADCs","Achieving high channel estimation accuracy and reducing hardware cost as well
as power dissipation constitute substantial challenges in the design of massive
multiple-input multiple-output (MIMO) systems. To resolve these difficulties,
sophisticated pilot designs have been conceived for the family of
energy-efficient hybrid analog-digital (HAD) beamforming architecture relying
on adaptive-resolution analog-to-digital converters (RADCs). In this paper, we
jointly optimize the pilot sequences, the number of RADC quantization bits and
the hybrid receiver combiner in the uplink of multiuser massive MIMO systems.
We solve the associated mean square error (MSE) minimization problem of channel
estimation in the context of correlated Rayleigh fading channels subject to
practical constraints. The associated mixed-integer problem is quite
challenging due to the nonconvex nature of the objective function and of the
constraints. By relying on advanced fractional programming (FP) techniques, we
first recast the original problem into a more tractable yet equivalent form,
which allows the decoupling of the fractional objective function. We then
conceive a pair of novel algorithms for solving the resultant problems for
codebook-based and codebook-free pilot schemes, respectively. To reduce the
design complexity, we also propose a simplified algorithm for the
codebook-based pilot scheme. Our simulation results confirm the superiority of
the proposed algorithms over the relevant state-of-the-art benchmark schemes.","['cs.IT', 'eess.SP', 'math.IT']",2021-12-31,"['Yalin Wang', 'Xihan Chen', 'Yunlong Cai', 'Benoit Champagne', 'Lajos Hanzo']"
105,InfoNeRF: Ray Entropy Minimization for Few-Shot Neural Volume Rendering,"We present an information-theoretic regularization technique for few-shot
novel view synthesis based on neural implicit representation. The proposed
approach minimizes potential reconstruction inconsistency that happens due to
insufficient viewpoints by imposing the entropy constraint of the density in
each ray. In addition, to alleviate the potential degenerate issue when all
training images are acquired from almost redundant viewpoints, we further
incorporate the spatially smoothness constraint into the estimated images by
restricting information gains from a pair of rays with slightly different
viewpoints. The main idea of our algorithm is to make reconstructed scenes
compact along individual rays and consistent across rays in the neighborhood.
The proposed regularizers can be plugged into most of existing neural volume
rendering techniques based on NeRF in a straightforward way. Despite its
simplicity, we achieve consistently improved performance compared to existing
neural view synthesis methods by large margins on multiple standard benchmarks.
Our project website is available at
\url{http://cvlab.snu.ac.kr/research/InfoNeRF}.","['cs.CV', 'cs.GR', 'eess.IV']",2021-12-31,"['Mijeong Kim', 'Seonguk Seo', 'Bohyung Han']"
106,"Revisiting Experience Replay: Continual Learning by Adaptively Tuning
  Task-wise Relationship","Continual learning requires models to learn new tasks while maintaining
previously learned knowledge. Various algorithms have been proposed to address
this real challenge. Till now, rehearsal-based methods, such as experience
replay, have achieved state-of-the-art performance. These approaches save a
small part of the data of the past tasks as a memory buffer to prevent models
from forgetting previously learned knowledge. However, most of them treat every
new task equally, i.e., fixed the hyperparameters of the framework while
learning different new tasks. Such a setting lacks the consideration of the
relationship/similarity between past and new tasks. For example, the previous
knowledge/features learned from dogs are more beneficial for the identification
of cats (new task), compared to those learned from buses. In this regard, we
propose a meta learning algorithm based on bi-level optimization to adaptively
tune the relationship between the knowledge extracted from the past and new
tasks. Therefore, the model can find an appropriate direction of gradient
during continual learning and avoid the serious overfitting problem on memory
buffer. Extensive experiments are conducted on three publicly available
datasets (i.e., CIFAR-10, CIFAR-100, and Tiny ImageNet). The experimental
results demonstrate that the proposed method can consistently improve the
performance of all baselines.","['cs.LG', 'cs.CV']",2021-12-31,"['Quanziang Wang', 'Yuexiang Li', 'Dong Wei', 'Renzhen Wang', 'Kai Ma', 'Yefeng Zheng', 'Deyu Meng']"
107,Fast Graph Subset Selection Based on G-optimal Design,"Graph sampling theory extends the traditional sampling theory to graphs with
topological structures. As a key part of the graph sampling theory, subset
selection chooses nodes on graphs as samples to reconstruct the original
signal. Due to the eigen-decomposition operation for Laplacian matrices of
graphs, however, existing subset selection methods usually require
high-complexity calculations. In this paper, with an aim of enhancing the
computational efficiency of subset selection on graphs, we propose a novel
objective function based on the optimal experimental design. Theoretical
analysis shows that this function enjoys an $\alpha$-supermodular property with
a provable lower bound on $\alpha$. The objective function, together with an
approximate of the low-pass filter on graphs, suggests a fast subset selection
method that does not require any eigen-decomposition operation. Experimental
results show that the proposed method exhibits high computational efficiency,
while having competitive results compared to the state-of-the-art ones,
especially when the sampling rate is low.","['cs.IT', 'eess.SP', 'math.IT']",2021-12-31,"['Zhengpin Li', 'Zheng Wei', 'Jian Wang', 'Yun Lin', 'Byonghyo Shim']"
108,Deep Facial Synthesis: A New Challenge,"The goal of this paper is to conduct a comprehensive study on the facial
sketch synthesis (FSS) problem. However, due to the high costs in obtaining
hand-drawn sketch datasets, there lacks a complete benchmark for assessing the
development of FSS algorithms over the last decade. As such, we first introduce
a high-quality dataset for FSS, named FS2K, which consists of 2,104
image-sketch pairs spanning three types of sketch styles, image backgrounds,
lighting conditions, skin colors, and facial attributes. FS2K differs from
previous FSS datasets in difficulty, diversity, and scalability, and should
thus facilitate the progress of FSS research. Second, we present the
largest-scale FSS study by investigating 139 classical methods, including 24
handcrafted feature based facial sketch synthesis approaches, 37 general
neural-style transfer methods, 43 deep image-to-image translation methods, and
35 image-to-sketch approaches. Besides, we elaborate comprehensive experiments
for existing 19 cutting-edge models. Third, we present a simple baseline for
FSS, named FSGAN. With only two straightforward components, i.e., facial-aware
masking and style-vector expansion, FSGAN surpasses the performance of all
previous state-of-the-art models on the proposed FS2K dataset, by a large
margin. Finally, we conclude with lessons learned over the past years, and
point out several unsolved challenges. Our open-source code is available at
https://github.com/DengPingFan/FSGAN.",['cs.CV'],2021-12-31,"['Deng-Ping Fan', 'Ziling Huang', 'Peng Zheng', 'Hong Liu', 'Xuebin Qin', 'Luc Van Gool']"
109,"$C^1$-VEM for some variants of the Cahn-Hilliard equation: a numerical
  exploration","We consider the $C^1$-Virtual Element Method (VEM) for the conforming
numerical approximation of some variants of the Cahn-Hilliard equation on
polygonal meshes. In particular, we focus on the discretization of the
advective Cahn-Hilliard problem and the Cahn-Hilliard inpainting problem. We
present the numerical approximation and several numerical results to assess the
efficacy of the proposed methodology.","['math.NA', 'cs.NA']",2021-12-31,"['Paola F. Antonietti', 'Simone Scacchi', 'Giuseppe Vacca', 'Marco Verani']"
110,Representation Learning via Consistent Assignment of Views to Clusters,"We introduce Consistent Assignment for Representation Learning (CARL), an
unsupervised learning method to learn visual representations by combining ideas
from self-supervised contrastive learning and deep clustering. By viewing
contrastive learning from a clustering perspective, CARL learns unsupervised
representations by learning a set of general prototypes that serve as energy
anchors to enforce different views of a given image to be assigned to the same
prototype. Unlike contemporary work on contrastive learning with deep
clustering, CARL proposes to learn the set of general prototypes in an online
fashion, using gradient descent without the necessity of using
non-differentiable algorithms or K-Means to solve the cluster assignment
problem. CARL surpasses its competitors in many representations learning
benchmarks, including linear evaluation, semi-supervised learning, and transfer
learning.",['cs.LG'],2021-12-31,"['Thalles Silva', 'Adín Ramírez Rivera']"
111,"Hypers at ComMA@ICON: Modelling Aggressiveness, Gender Bias and Communal
  Bias Identification","Due to the exponentially increasing reach of social media, it is essential to
focus on its negative aspects as it can potentially divide society and incite
people into violence. In this paper, we present our system description of work
on the shared task ComMA@ICON, where we have to classify how aggressive the
sentence is and if the sentence is gender-biased or communal biased. These
three could be the primary reasons to cause significant problems in society. As
team Hypers we have proposed an approach that utilizes different pretrained
models with Attention and mean pooling methods. We were able to get Rank 3 with
0.223 Instance F1 score on Bengali, Rank 2 with 0.322 Instance F1 score on
Multi-lingual set, Rank 4 with 0.129 Instance F1 score on Meitei and Rank 5
with 0.336 Instance F1 score on Hindi. The source code and the pretrained
models of this work can be found here.",['cs.CL'],2021-12-31,"['Sean Benhur', 'Roshan Nayak', 'Kanchana Sivanraju', 'Adeep Hande', 'Subalalitha Chinnaudayar Navaneethakrishnan', 'Ruba Priyadharshini', 'Bharathi Raja Chakravarthi']"
112,"Efficient Single Image Super-Resolution Using Dual Path Connections with
  Multiple Scale Learning","Deep convolutional neural networks have been demonstrated to be effective for
SISR in recent years. On the one hand, residual connections and dense
connections have been used widely to ease forward information and backward
gradient flows to boost performance. However, current methods use residual
connections and dense connections separately in most network layers in a
sub-optimal way. On the other hand, although various networks and methods have
been designed to improve computation efficiency, save parameters, or utilize
training data of multiple scale factors for each other to boost performance, it
either do super-resolution in HR space to have a high computation cost or can
not share parameters between models of different scale factors to save
parameters and inference time. To tackle these challenges, we propose an
efficient single image super-resolution network using dual path connections
with multiple scale learning named as EMSRDPN. By introducing dual path
connections inspired by Dual Path Networks into EMSRDPN, it uses residual
connections and dense connections in an integrated way in most network layers.
Dual path connections have the benefits of both reusing common features of
residual connections and exploring new features of dense connections to learn a
good representation for SISR. To utilize the feature correlation of multiple
scale factors, EMSRDPN shares all network units in LR space between different
scale factors to learn shared features and only uses a separate reconstruction
unit for each scale factor, which can utilize training data of multiple scale
factors to help each other to boost performance, meanwhile which can save
parameters and support shared inference for multiple scale factors to improve
efficiency. Experiments show EMSRDPN achieves better performance and comparable
or even better parameter and inference efficiency over SOTA methods.","['eess.IV', 'cs.CV', 'cs.MM']",2021-12-31,"['Bin-Cheng Yang', 'Gangshan Wu']"
113,"Polynomial-Time Key Recovery Attack on the Lau-Tan Cryptosystem Based on
  Gabidulin Codes","This paper presents a key recovery attack on the cryptosystem proposed by Lau
and Tan in a talk at ACISP 2018. The Lau-Tan cryptosystem uses Gabidulin codes
as the underlying decodable code. To hide the algebraic structure of Gabidulin
codes, the authors chose a matrix of column rank $n$ to mix with a generator
matrix of the secret Gabidulin code. The other part of the public key, however,
reveals crucial information about the private key. Our analysis shows that the
problem of recovering the private key can be reduced to solving a multivariate
linear system over the base field, rather than solving a multivariate quadratic
system as claimed by the authors. Solving the linear system for any nonzero
solution permits us to recover the private key. Apparently, this attack costs
polynomial time, and therefore completely breaks the cryptosystem.","['cs.IT', 'cs.CR', 'math.IT']",2021-12-31,"['Wenshuo Guo', 'Fang-Wei Fu']"
114,Subresultant of several univariate polynomials,"Subresultant of two univariate polynomials is a fundamental object in
computational algebra and geometry with many applications (for instance,
parametric GCD and parametric multiplicity of roots). In this paper, we
generalize the theory of subresultants of two polynomials to arbitrary number
of polynomials, resulting in multi-polynomial subresultants. Specifically,
  1. we propose a definition of multi-polynomial subresultants, which is an
expression in terms of roots;
  2. we illustrate the usefulness of the proposed definition via the following
two fundamental applications:
  - parametric GCD of multi-polynomials, and
  - parametric multiplicity of roots of a polynomial;
  3. we provide several expressions for the multi-polynomials subresultants in
terms of coefficients, for computation.","['cs.SC', 'math.AC', 'math.AG']",2021-12-31,"['Hoon Hong', 'Jing Yang']"
115,"Shift-Equivariant Similarity-Preserving Hypervector Representations of
  Sequences","Hyperdimensional Computing (HDC), also known as Vector-Symbolic Architectures
(VSA), is a promising framework for the development of cognitive architectures
and artificial intelligence systems, as well as for technical applications and
emerging neuromorphic and nanoscale hardware. HDC/VSA operate with
hypervectors, i.e., distributed vector representations of large fixed dimension
(usually > 1000). One of the key ingredients of HDC/VSA are the methods for
encoding data of various types (from numeric scalars and vectors to graphs)
into hypervectors. In this paper, we propose an approach for the formation of
hypervectors of sequences that provides both an equivariance with respect to
the shift of sequences and preserves the similarity of sequences with identical
elements at nearby positions. Our methods represent the sequence elements by
compositional hypervectors and exploit permutations of hypervectors for
representing the order of sequence elements. We experimentally explored the
proposed representations using a diverse set of tasks with data in the form of
symbolic strings. Although our approach is feature-free as it forms the
hypervector of a sequence from the hypervectors of its symbols at their
positions, it demonstrated the performance on a par with the methods that apply
various features, such as subsequences. The proposed techniques were designed
for the HDC/VSA model known as Sparse Binary Distributed Representations.
However, they can be adapted to hypervectors in formats of other HDC/VSA
models, as well as for representing sequences of types other than symbolic
strings.","['cs.AI', 'cs.LG', 'cs.NE']",2021-12-31,['Dmitri A. Rachkovskij']
116,"An Off-grid Compressive Sensing Strategy for the Subarray Synthesis of
  Non-uniform Linear Arrays","With the increasing popularity of large-scale antenna arrays, the subarraying
technology becomes more attractive. In this paper, we propose two effective
subarraying methods right after formulating the subarray synthesis as a
compressive sensing (CS) problem: i) Orthogonal matching pursuit based subarray
synthesis (OMP-SS), a common CS approach which can be used for the subarray
synthesis to attain the subarray information (the subarray number, the number
of elements per subarray and corresponding excitation coeffcients) and ii)
Off-grid orthogonal matching pursuit based subarray synthesis (OGOMP-SS), an
advanced approach for optimizing antenna elements positions and the subarray
information mentioned above simultaneously. In addition, two user-defined modes
are designed for different application scenarios, wherein, mode-1 is to
optimize the pattern synthesis performance for the given the number of
subarrays, and mode-2 is to obtain the minimum number of subarrays for the
cases when the pattern synthsis accuracy is satisfied. Finally, our simulation
results reveal that it is of paramount significance to optimize antenna
elements positions for the subarray synthesis performance on the one hand and
demonstrate the excellent performances of proposed schemes in comparison with
other competitive state-of-the-art subarray synthesis methods on the other
hand.","['eess.SP', 'cs.SY', 'eess.SY']",2021-12-31,"['Songjie Yang', 'Wanting Lyu', 'Zhongpei Zhang']"
117,Training and Generating Neural Networks in Compressed Weight Space,"The inputs and/or outputs of some neural nets are weight matrices of other
neural nets. Indirect encodings or end-to-end compression of weight matrices
could help to scale such approaches. Our goal is to open a discussion on this
topic, starting with recurrent neural networks for character-level language
modelling whose weight matrices are encoded by the discrete cosine transform.
Our fast weight version thereof uses a recurrent neural network to parameterise
the compressed weights. We present experimental results on the enwik8 dataset.","['cs.LG', 'cs.CL']",2021-12-31,"['Kazuki Irie', 'Jürgen Schmidhuber']"
118,"Conditional Generative Data-Free Knowledge Distillation based on
  Attention Transfer","Knowledge distillation has made remarkable achievements in model compression.
However, most existing methods demand original training data, while real data
in practice are often unavailable due to privacy, security and transmission
limitation. To address this problem, we propose a conditional generative
data-free knowledge distillation (CGDD) framework to train efficient portable
network without any real data. In this framework, except using the knowledge
extracted from teacher model, we introduce preset labels as additional
auxiliary information to train the generator. Then, the trained generator can
produce meaningful training samples of specified category as required. In order
to promote distillation process, except using conventional distillation loss,
we treat preset label as ground truth label so that student network is directly
supervised by the category of synthetic training sample. Moreover, we force
student network to mimic the attention maps of teacher model and further
improve its performance. To verify the superiority of our method, we design a
new evaluation metric is called as relative accuracy to directly compare the
effectiveness of different distillation methods. Trained portable network
learned with proposed data-free distillation method obtains 99.63%, 99.07% and
99.84% relative accuracy on CIFAR10, CIFAR100 and Caltech101, respectively. The
experimental results demonstrate the superiority of proposed method.",['cs.CV'],2021-12-31,"['Xinyi YU', 'Ling Yan', 'Linlin Ou']"
119,"$H^2$-Optimal Reduction of Positive Networks using Riemannian Augmented
  Lagrangian Method","In this study, we formulate the model reduction problem of a stable and
positive network system as a constrained Riemannian optimization problem with
the $H^2$-error objective function of the original and reduced network systems.
We improve the reduction performance of the clustering-based method, which is
one of the most known methods for model reduction of positive network systems,
by using the output of the clustering-based method as the initial point for the
proposed method. The proposed method reduces the dimension of the network
system while preserving the properties of stability, positivity, and
interconnection structure by applying the Riemannian augmented Lagrangian
method (RALM) and deriving the Riemannian gradient of the Lagrangian. To check
the efficiency of our method, we conduct a numerical experiment and compare it
with the clustering-based method in the sense of $H^2$-error and
$H^\infty$-error.","['math.OC', 'cs.SY', 'eess.SY']",2021-12-31,"['Sota Misawa', 'Kazuhiro Sato']"
120,"Settling the Bias and Variance of Meta-Gradient Estimation for
  Meta-Reinforcement Learning","In recent years, gradient based Meta-RL (GMRL) methods have achieved
remarkable successes in either discovering effective online hyperparameter for
one single task (Xu et al., 2018) or learning good initialisation for
multi-task transfer learning (Finn et al., 2017). Despite the empirical
successes, it is often neglected that computing meta gradients via vanilla
backpropagation is ill-defined. In this paper, we argue that the stochastic
meta-gradient estimation adopted by many existing MGRL methods are in fact
biased; the bias comes from two sources: 1) the compositional bias that is
inborn in the structure of compositional optimisation problems and 2) the bias
of multi-step Hessian estimation caused by direct automatic differentiation. To
better understand the meta gradient biases, we perform the first of its kind
study to quantify the amount for each of them. We start by providing a unifying
derivation for existing GMRL algorithms, and then theoretically analyse both
the bias and the variance of existing gradient estimation methods. On
understanding the underlying principles of bias, we propose two mitigation
solutions based on off-policy correction and multi-step Hessian estimation
techniques. Comprehensive ablation studies have been conducted and results
reveals: (1) The existence of these two biases and how they influence the
meta-gradient estimation when combined with different estimator/sample
size/step and learning rate. (2) The effectiveness of these mitigation
approaches for meta-gradient estimation and thereby the final return on two
practical Meta-RL algorithms: LOLA-DiCE and Meta-gradient Reinforcement
Learning.","['cs.LG', 'cs.AI']",2021-12-31,"['Bo Liu', 'Xidong Feng', 'Haifeng Zhang', 'Jun Wang', 'Yaodong Yang']"
121,Structural Liveness of Immediate Observation Petri Nets,"We show that the structural liveness problem for immediate observation nets
(introduced by Esparza et al., 2019) is PSPACE-complete.",['cs.LO'],2021-12-31,"['Jiri Valusek', 'Petr Jancar']"
122,"Towards a Domain Ontology for the Analysis of Ancient Fabrics The
  SILKNOW Project and the Case of European Silk Heritage","In this article, we present the SILKNOW project (Silk heritage in the
Knowledge Society: from punched card to Big Data, Deep Learning and
visual/tangible simulations) (2018-2021). This project aimed to use Semantic
Web technologies to give greater visibility to silk objects produced and
consumed in Europe between the 15th and 19th centuries. Silk is a particularly
important material in European history, and it has produced some exceptional
objects of great historical interest. However, it is a threatened heritage that
is little known to the general public. We show the interest of using Semantic
Web technologies to give more visibility to such a heritage, by describing the
results we have obtained. We present the methodology used to develop a
knowledge graph, and in particular the different steps that were necessary to
create the underlying data model, based on the CIDOC CRM or CIDOC Conceptual
Reference Model. We also propose a CIDOC CRM-compatible extension to express
the complex semantics of the creation and production process of ancient silk
fabrics.","['cs.CY', 'cs.IR']",2021-12-31,"['Marie Puren', 'Pierre Vernus']"
123,"Intention Adaptive Graph Neural Network for Category-aware Session-based
  Recommendation","Session-based recommendation (SBR) is proposed to recommend items within
short sessions given that user profiles are invisible in various scenarios
nowadays, such as e-commerce and short video recommendation. There is a common
scenario that user specifies a target category of items as a global filter,
however previous SBR settings mainly consider the item sequence and overlook
the rich target category information in this scenario. Therefore, we define a
new task called Category-aware Session-Based Recommendation (CSBR), focusing on
the above scenario, in which the user-specified category can be efficiently
utilized by the recommendation system. To address the challenges of the
proposed task, we develop a novel method called Intention Adaptive Graph Neural
Network (IAGNN), which takes advantage of relationship between items and their
categories to achieve an accurate recommendation result. Specifically, we
construct a category-aware graph with both item and category nodes to represent
the complex transition information in the session. An intention-adaptive graph
neural network on the category-aware graph is utilized to capture user
intention by transferring the historical interaction information to the
user-specified category domain. Extensive experiments on three real-world
datasets are conducted to show our IAGNN outperforms the state-of-the-art
baselines in the new task.",['cs.IR'],2021-12-31,"['Chuan Cui', 'Qi Shen', 'Shixuan Zhu', 'Yitong Pang', 'Yiming Zhang', 'Zhenwei Dong', 'Zhihua Wei']"
124,A Strongly Monotonic Polygonal Euler Scheme,"Rate of convergence results are presented for a new class of explicit Euler
schemes, which approximate stochastic differential equations (SDEs) with
superlinearly growing drift coefficients that satisfy a particular form of
strong monotonicity. The new, distinct feature of this class of explicit
schemes is the preservation of the monotonicity condition for the new, suitably
controlled drift coefficients that guaranty the finiteness of moments of the
numerical solutions up to a desired order.","['math.PR', 'cs.NA', 'math.NA']",2021-12-31,"['Tim Johnston', 'Sotirios Sabanis']"
125,"Triangular Flows for Generative Modeling: Statistical Consistency,
  Smoothness Classes, and Fast Rates","Triangular flows, also known as Kn\""{o}the-Rosenblatt measure couplings,
comprise an important building block of normalizing flow models for generative
modeling and density estimation, including popular autoregressive flow models
such as real-valued non-volume preserving transformation models (Real NVP). We
present statistical guarantees and sample complexity bounds for triangular flow
statistical models. In particular, we establish the statistical consistency and
the finite sample convergence rates of the Kullback-Leibler estimator of the
Kn\""{o}the-Rosenblatt measure coupling using tools from empirical process
theory. Our results highlight the anisotropic geometry of function classes at
play in triangular flows, shed light on optimal coordinate ordering, and lead
to statistical guarantees for Jacobian flows. We conduct numerical experiments
on synthetic data to illustrate the practical implications of our theoretical
findings.","['stat.ML', 'cs.LG', 'math.PR']",2021-12-31,"['Nicholas J. Irons', 'Meyer Scetbon', 'Soumik Pal', 'Zaid Harchaoui']"
126,"A Neural Network Solves and Generates Mathematics Problems by Program
  Synthesis: Calculus, Differential Equations, Linear Algebra, and More","We demonstrate that a neural network pre-trained on text and fine-tuned on
code solves Mathematics problems by program synthesis. We turn questions into
programming tasks, automatically generate programs, and then execute them,
perfectly solving university-level problems from MIT's large Mathematics
courses (Single Variable Calculus 18.01, Multivariable Calculus 18.02,
Differential Equations 18.03, Introduction to Probability and Statistics 18.05,
Linear Algebra 18.06, and Mathematics for Computer Science 6.042), Columbia
University's COMS3251 Computational Linear Algebra course, as well as questions
from a MATH dataset (on Prealgebra, Algebra, Counting and Probability, Number
Theory, and Precalculus), the latest benchmark of advanced mathematics problems
specifically designed to assess mathematical reasoning. We explore prompt
generation methods that enable Transformers to generate question solving
programs for these subjects, including solutions with plots. We generate
correct answers for a random sample of questions in each topic. We quantify the
gap between the original and transformed questions and perform a survey to
evaluate the quality and difficulty of generated questions. This is the first
work to automatically solve, grade, and generate university-level Mathematics
course questions at scale. This represents a milestone for higher education.","['cs.LG', 'cs.AI']",2021-12-31,"['Iddo Drori', 'Sunny Tran', 'Roman Wang', 'Newman Cheng', 'Kevin Liu', 'Leonard Tang', 'Elizabeth Ke', 'Nikhil Singh', 'Taylor L. Patti', 'Jayson Lynch', 'Avi Shporer', 'Nakul Verma', 'Eugene Wu', 'Gilbert Strang']"
127,"Separation of scales and a thermodynamic description of feature learning
  in some CNNs","Deep neural networks (DNNs) are powerful tools for compressing and distilling
information. Due to their scale and complexity, often involving billions of
inter-dependent internal degrees of freedom, exact analysis approaches often
fall short. A common strategy in such cases is to identify slow degrees of
freedom that average out the erratic behavior of the underlying fast
microscopic variables. Here, we identify such a separation of scales occurring
in over-parameterized deep convolutional neural networks (CNNs) at the end of
training. It implies that neuron pre-activations fluctuate in a nearly Gaussian
manner with a deterministic latent kernel. While for CNNs with infinitely many
channels these kernels are inert, for finite CNNs they adapt and learn from
data in an analytically tractable manner. The resulting thermodynamic theory of
deep learning yields accurate predictions on several deep non-linear CNN toy
models. In addition, it provides new ways of analyzing and understanding CNNs.","['stat.ML', 'cs.LG', 'physics.data-an']",2021-12-31,"['Inbar Seroussi', 'Zohar Ringel']"
128,"Machine Learning Trivializing Maps: A First Step Towards Understanding
  How Flow-Based Samplers Scale Up","A trivializing map is a field transformation whose Jacobian determinant
exactly cancels the interaction terms in the action, providing a representation
of the theory in terms of a deterministic transformation of a distribution from
which sampling is trivial. Recently, a proof-of-principle study by Albergo,
Kanwar and Shanahan [arXiv:1904.12072] demonstrated that approximations of
trivializing maps can be `machine-learned' by a class of invertible,
differentiable neural models called \textit{normalizing flows}. By ensuring
that the Jacobian determinant can be computed efficiently, asymptotically exact
sampling from the theory of interest can be performed by drawing samples from a
simple distribution and passing them through the network. From a theoretical
perspective, this approach has the potential to become more efficient than
traditional Markov Chain Monte Carlo sampling techniques, where
autocorrelations severely diminish the sampling efficiency as one approaches
the continuum limit. A major caveat is that it is not yet understood how the
size of models and the cost of training them is expected to scale. As a first
step, we have conducted an exploratory scaling study using two-dimensional
$\phi^4$ with up to $20^2$ lattice sites. Although the scope of our study is
limited to a particular model architecture and training algorithm, initial
results paint an interesting picture in which training costs grow very quickly
indeed. We describe a candidate explanation for the poor scaling, and outline
our intentions to clarify the situation in future work.","['hep-lat', 'cs.LG']",2021-12-31,"['Luigi Del Debbio', 'Joe Marsh Rossney', 'Michael Wilson']"
129,Transfer learning for cancer diagnosis in histopathological images,"Transfer learning allows us to exploit knowledge gained from one task to
assist in solving another but relevant task. In modern computer vision
research, the question is which architecture performs better for a given
dataset. In this paper, we compare the performance of 14 pre-trained ImageNet
models on the histopathologic cancer detection dataset, where each model has
been configured as a naive model, feature extractor model, or fine-tuned model.
Densenet161 has been shown to have high precision whilst Resnet101 has a high
recall. A high precision model is suitable to be used when follow-up
examination cost is high, whilst low precision but a high recall/sensitivity
model can be used when the cost of follow-up examination is low. Results also
show that transfer learning helps to converge a model faster.","['eess.IV', 'cs.CV', 'cs.LG']",2021-12-31,"['Sandhya Aneja', 'Nagender Aneja', 'Pg Emeroylariffion Abas', 'Abdul Ghani Naim']"
130,"Learning to Predict 3D Lane Shape and Camera Pose from a Single Image
  via Geometry Constraints","Detecting 3D lanes from the camera is a rising problem for autonomous
vehicles. In this task, the correct camera pose is the key to generating
accurate lanes, which can transform an image from perspective-view to the
top-view. With this transformation, we can get rid of the perspective effects
so that 3D lanes would look similar and can accurately be fitted by low-order
polynomials. However, mainstream 3D lane detectors rely on perfect camera poses
provided by other sensors, which is expensive and encounters multi-sensor
calibration issues. To overcome this problem, we propose to predict 3D lanes by
estimating camera pose from a single image with a two-stage framework. The
first stage aims at the camera pose task from perspective-view images. To
improve pose estimation, we introduce an auxiliary 3D lane task and geometry
constraints to benefit from multi-task learning, which enhances consistencies
between 3D and 2D, as well as compatibility in the above two tasks. The second
stage targets the 3D lane task. It uses previously estimated pose to generate
top-view images containing distance-invariant lane appearances for predicting
accurate 3D lanes. Experiments demonstrate that, without ground truth camera
pose, our method outperforms the state-of-the-art perfect-camera-pose-based
methods and has the fewest parameters and computations. Codes are available at
https://github.com/liuruijin17/CLGo.",['cs.CV'],2021-12-31,"['Ruijin Liu', 'Dapeng Chen', 'Tie Liu', 'Zhiliang Xiong', 'Zejian Yuan']"
131,Quaternary linear codes and related binary subfield codes,"In this paper, we mainly study quaternary linear codes and their binary
subfield codes. First we obtain a general explicit relationship between
quaternary linear codes and their binary subfield codes in terms of generator
matrices and defining sets. Second, we construct quaternary linear codes via
simplicial complexes and determine the weight distributions of these codes.
Third, the weight distributions of the binary subfield codes of these
quaternary codes are also computed by employing the general characterization.
Furthermore, we present two infinite families of optimal linear codes with
respect to the Griesmer Bound, and a class of binary almost optimal codes with
respect to the Sphere Packing Bound. We also need to emphasize that we obtain
at least 9 new quaternary linear codes.","['cs.IT', 'math.IT']",2021-12-31,"['Yansheng Wu', 'Chengju Li', 'Fu Xiao']"
132,"Social Neuro AI: Social Interaction as the ""dark matter"" of AI","We are making the case that empirical results from social psychology and
social neuroscience along with the framework of dynamics can be of inspiration
to the development of more intelligent artificial agents. We specifically argue
that the complex human cognitive architecture owes a large portion of its
expressive power to its ability to engage in social and cultural learning. In
the first section, we aim at demonstrating that social learning plays a key
role in the development of intelligence. We do so by discussing social and
cultural learning theories and investigating the abilities that various animals
have at learning from others; we also explore findings from social neuroscience
that examine human brains during social interaction and learning. Then, we
discuss three proposed lines of research that fall under the umbrella of Social
NeuroAI and can contribute to developing socially intelligent embodied agents
in complex environments. First, neuroscientific theories of cognitive
architecture, such as the global workspace theory and the attention schema
theory, can enhance biological plausibility and help us understand how we could
bridge individual and social theories of intelligence. Second, intelligence
occurs in time as opposed to over time, and this is naturally incorporated by
the powerful framework offered by dynamics. Third, social embodiment has been
demonstrated to provide social interactions between virtual agents and humans
with a more sophisticated array of communicative signals. To conclude, we
provide a new perspective on the field of multiagent robot systems, exploring
how it can advance by following the aforementioned three axes.","['cs.MA', 'cs.AI']",2021-12-31,"['Samuele Bolotta', 'Guillaume Dumas']"
