,title,abstract,categories,created,authors
98,"Notes on the Boussinesq-Full dispersion systems for internal waves:
  Numerical solution and solitary waves","In this paper we study some theoretical and numerical issues of the
Boussinesq/Full dispersion system. This is a a three-parameter system of pde's
that models the propagation of internal waves along the interface of two-fluid
layers with rigid lid condition for the upper layer, and under a Boussinesq
regime for the upper layer and a full dispersion regime for the lower layer. We
first discretize in space the periodic initial-value problem with a
Fourier-Galerkin spectral method and prove error estimates for several ranges
of values of the parameters. Solitary waves of the model systems are then
studied numerically in several ways. The numerical generation is analyzed by
approximating the ode system with periodic boundary conditions for the
solitary-wave profiles with a Fourier spectral scheme, implemented in a
collocation form, and solving iteratively the corresponding algebraic system in
Fourier space with the Petviashvili method accelerated with the minimal
polynomial extrapolation technique. Motivated by the numerical results, a new
result of existence of solitary waves is proved. In the last part of the paper,
the dynamics of these solitary waves is studied computationally, To this end,
the semidiscrete systems obtained from the Fourier-Galerkin discretization in
space are integrated numerically in time by a Runge-Kutta Composition method of
order four. The fully discrete scheme is used to explore numerically the
stability of solitary waves, their collisions, and the resolution of other
initial conditions into solitary waves.","['math.NA', 'cs.NA', 'math.AP']",2021-12-31,"['V. A. Dougalis', 'A. Durán', 'L. Saridaki']"
99,Mean-field limit of non-exchangeable systems,"This paper deals with the derivation of the mean-field limit for multi-agent
systems on a large class of sparse graphs. More specifically, the case of
non-exchangeable multi-agent systems consisting of non-identical agents is
addressed. The analysis does not only involve PDEs and stochastic analysis but
also graph theory through a new concept of limits of sparse graphs (extended
graphons) that reflect the structure of the connectivities in the network and
has critical effects on the collective dynamics. In this article some of the
main restrictive hypothesis in the previous literature on the connectivities
between the agents (dense graphs) and the cooperation between them (symmetric
interactions) are removed.","['math.PR', 'math.AP']",2021-12-31,"['Pierre-Emmanuel Jabin', 'David Poyato', 'Juan Soler']"
100,"$C^1$-VEM for some variants of the Cahn-Hilliard equation: a numerical
  exploration","We consider the $C^1$-Virtual Element Method (VEM) for the conforming
numerical approximation of some variants of the Cahn-Hilliard equation on
polygonal meshes. In particular, we focus on the discretization of the
advective Cahn-Hilliard problem and the Cahn-Hilliard inpainting problem. We
present the numerical approximation and several numerical results to assess the
efficacy of the proposed methodology.","['math.NA', 'cs.NA']",2021-12-31,"['Paola F. Antonietti', 'Simone Scacchi', 'Giuseppe Vacca', 'Marco Verani']"
101,On a Connes Fusion Approach to Finite Index Extensions of Conformal Nets,"In this note, we explain how to prove several basic results about finite
index extensions of irreducible local M\""obius covariant nets in the setting of
Connes fusion.","['math.OA', 'math-ph', 'math.MP', 'math.QA']",2021-12-31,['Bin Gui']
102,Fast ultrametric matrix-vector multiplication,"We study the properties of ultrametric matrices aiming to design methods for
fast ultrametric matrix-vector multiplication. We show how to encode such a
matrix as a tree structure in quadratic time and demonstrate how to use the
resulting representation to perform matrix-vector multiplications in linear
time. Accompanying this article, we provide an implementation of the proposed
algorithms and present empirical results on their practical performance.","['math.NA', 'cs.NA']",2021-12-31,"['Tobias Hofmann', 'Andy Oertel']"
103,Overdetermined ODEs and Rigid Periodic States in Network Dynamics,"We consider four long-standing Rigidity Conjectures about synchrony and phase
patterns for hyperbolic periodic orbits of admissible ODEs for networks. Proofs
of stronger local versions of these conjectures, published in 2010-12, are now
known to have a gap, but remain valid for a broad class of networks. Using
different methods we prove local versions of the conjectures under a stronger
condition, `strong hyperbolicity', which is related to a network analogue of
the Kupka-Smale Theorem. Under this condition we also deduce global versions of
the conjectures and an analogue of the $H/K$ Theorem in equivariant dynamics.
We prove the Rigidity Conjectures for all 1- and 2-colourings and all 2- and
3-node networks by proving that strong hyperbolicity is generic in these cases.",['math.DS'],2021-12-31,['Ian Stewart']
104,A new approach to rotational Weingarten surfaces,"Weingarten surfaces are those whose principal curvatures satisfy a functional
relation, whose set of solutions is called the curvature diagram or the
W-diagram of the surface. Making use of the notion of geometric linear momentum
of a plane curve, we propose a new approach to the study of rotational
Weingarten surfaces in Euclidean 3-space. Our contribution consists of reducing
any type of Weingarten condition on a rotational surface to a first order
differential equation on the momentum of the generatrix curve. In this line, we
provide two new classification results involving a cubic and an hyperbola in
the W-diagram of the surface characterizing, respectively, the non-degenerated
quadric surfaces of revolution and the elasticoids, defined as the rotational
surfaces generated by the rotation of the Euler elastic curves around their
directrix line.
  As another application of our approach, we deal with the problem of
prescribing mean or Gauss curvature on rotational surfaces in terms of
arbitrary continuous functions depending on distance from the surface to the
axis of revolution. As a consequence, we provide simple new proofs of some
classical results concerning rotational surfaces, like Euler's theorem about
minimal ones, Delaunay's theorem on constant mean curvature ones, and Darboux's
theorem about constant Gauss curvature ones.",['math.DG'],2021-12-31,"['Paula Carretero', 'Ildefonso Castro']"
105,High Dimensional Optimization through the Lens of Machine Learning,"This thesis reviews numerical optimization methods with machine learning
problems in mind. Since machine learning models are highly parametrized, we
focus on methods suited for high dimensional optimization. We build intuition
on quadratic models to figure out which methods are suited for non-convex
optimization, and develop convergence proofs on convex functions for this
selection of methods. With this theoretical foundation for stochastic gradient
descent and momentum methods, we try to explain why the methods used commonly
in the machine learning field are so successful. Besides explaining successful
heuristics, the last chapter also provides a less extensive review of more
theoretical methods, which are not quite as popular in practice. So in some
sense this work attempts to answer the question: Why are the default Tensorflow
optimizers included in the defaults?","['math.OC', 'stat.ML']",2021-12-31,['Felix Benning']
106,From Chern-Tenenblat to Jackiw-Teitelboim via sine-Gordon,"The study of 2-dimensional surfaces of constant curvature constitutes a
beautiful branch of geometry with well-documented ties to the mathematical
physics of integrable systems. A lesser known, but equally fascinating, fact is
its connection to 2-dimensional gravity; specifically Jackiw-Teitelboim (JT)
gravity, where the connection manifests through a coordinate choice that
roughly speaking re-casts the gravitational field equations as the sine-Gordon
equation. In this language many well-known results, such as the JT-gravity
black hole and its properties, were understood in terms of sine-Gordon solitons
and their properties. In this brief note, we revisit these ideas in the context
of some of the recent exciting developments in JT-gravity and, more generally,
low-dimensional quantum gravity and speculate on how some of these new ideas
may be similarly understood.","['hep-th', 'gr-qc', 'math-ph', 'math.MP']",2021-12-31,['Jeff Murugan']
107,The validity of bootstrap testing in the threshold framework,"We consider bootstrap-based testing for threshold effects in non-linear
threshold autoregressive (TAR) models. It is well-known that classic tests
based on asymptotic theory tend to be oversized in the case of small, or even
moderate sample sizes, or when the estimated parameters indicate
non-stationarity, as often witnessed in the analysis of financial or climate
data. To address the issue we propose a supremum Lagrange Multiplier test
statistic (sLMb), where the null hypothesis specifies a linear autoregressive
(AR) model against the alternative of a TAR model. We consider a recursive
bootstrap applied to the sLMb statistic and establish its validity. This result
is new, and requires the proof of non-standard results for bootstrap analysis
in time series models; this includes a uniform bootstrap law of large numbers
and a bootstrap functional central limit theorem. These new results can also be
used as a general theoretical framework that can be adapted to other
situations, such as regime-switching processes with exogenous threshold
variables, or testing for structural breaks. The Monte Carlo evidence shows
that the bootstrap test has correct empirical size even for small samples, and
also no loss of empirical power when compared to the asymptotic test. Moreover,
its performance is not affected if the order of the autoregression is estimated
based on information criteria. Finally, we analyse a panel of short time series
to assess the effect of warming on population dynamics.","['stat.ME', 'math.ST', 'stat.TH']",2021-12-31,"['Simone Giannerini', 'Greta Goracci', 'Anders Rahbek']"
108,Weierstrass semigroups from cyclic covers of hyperelliptic curves,"The {\it Weierstrass semigroup} of pole orders of meromorphic functions in a
point $p$ of a smooth algebraic curve $C$ is a classical object of study; a
celebrated problem of Hurwitz is to characterize which semigroups ${\rm S}
\subset \mathbb{N}$ with finite complement are {\it realizable} as Weierstrass
semigroups ${\rm S}= {\rm S}(C,p)$. In this note, we establish realizability
results for cyclic covers $\pi: (C,p) \rightarrow (B,q)$ of hyperelliptic
targets $B$ marked in hyperelliptic Weierstrass points; and we show that
realizability is dictated by the behavior under $j$-fold multiplication of
certain divisor classes in hyperelliptic Jacobians naturally associated to our
cyclic covers, as $j$ ranges over all natural numbers.","['math.AG', 'math.CO', 'math.NT']",2021-12-31,"['Ethan Cotterill', 'Nathan Pflueger', 'Naizhen Zhang']"
109,"Triangular Flows for Generative Modeling: Statistical Consistency,
  Smoothness Classes, and Fast Rates","Triangular flows, also known as Kn\""{o}the-Rosenblatt measure couplings,
comprise an important building block of normalizing flow models for generative
modeling and density estimation, including popular autoregressive flow models
such as real-valued non-volume preserving transformation models (Real NVP). We
present statistical guarantees and sample complexity bounds for triangular flow
statistical models. In particular, we establish the statistical consistency and
the finite sample convergence rates of the Kullback-Leibler estimator of the
Kn\""{o}the-Rosenblatt measure coupling using tools from empirical process
theory. Our results highlight the anisotropic geometry of function classes at
play in triangular flows, shed light on optimal coordinate ordering, and lead
to statistical guarantees for Jacobian flows. We conduct numerical experiments
on synthetic data to illustrate the practical implications of our theoretical
findings.","['stat.ML', 'cs.LG', 'math.PR']",2021-12-31,"['Nicholas J. Irons', 'Meyer Scetbon', 'Soumik Pal', 'Zaid Harchaoui']"
110,"Enhanced dissipation and nonlinear asymptotic stability of the
  Taylor-Couette flow for the 2D Navier-Stokes equations","In this paper, we study the nonlinear stability of a steady circular flow
created between two rotating concentric cylinders. The dynamics of the viscous
fluid are described by 2D Navier-Stokes equations. We adopt scaling variables.
For the rescaled equations, we prove that the steady flow (Taylor-Couette flow)
is asymptotically stable up to a large perturbation of initial data. Back to
the original 2D Navier-Stokes equations, this implies an improved transition
threshold for the Taylor-Couette flow. The improvement is due to enhanced
dissipation and new observations and constructions of weighted $L^2$ norms,
which capture a hidden structure between the viscosity constant $\nu$ and
(different) rotating speeds and locations of two coaxial cylinders. In
particular, we allow the location of the outer cylinder to tend to infinity,
which renders the initial fluid kinetic energy not uniformly bounded. Due to
enhanced-dissipation effect, we also establish a sharp resolvent estimate,
desired space-time bounds and optimal decaying estimates, which lead to the
proof of nonlinear asymptotic stability of 2D Taylor-Couette flow.","['math.AP', 'math-ph', 'math.MP', 'physics.flu-dyn']",2021-12-31,"['Xinliang An', 'Taoran He', 'Te Li']"
111,"Lower Bounds for Regulators of Number Fields in terms of their
  Discriminants","We prove inequalities that compare the regulator of a number field with its
absolute discriminant. We refine some ideas in Silverman's work in 1984 where
such general inequalities are first proven. In order to prove our main
theorems, we combine these refinements with the authors' recent results on
bounding the product of heights of relative units in a number field extension.",['math.NT'],2021-12-30,"['Shabnam Akhtari', 'Jeffrey D. Vaaler']"
112,Energetic Formulation of Large-Deformation Poroelasticity,"The modeling of coupled fluid transport and deformation in a porous medium is
essential to predict the various geomechanical process such as CO2
sequestration, hydraulic fracturing, and so on. Current applications of
interest, for instance, that include fracturing or damage of the solid phase,
require a nonlinear description of the large deformations that can occur. This
paper presents a variational energy-based continuum mechanics framework to
model large-deformation poroelasticity. The approach begins from the total free
energy density that is additively composed of the free energy of the
components. A variational procedure then provides the balance of momentum,
fluid transport balance, and pressure relations. A numerical approach based on
finite elements is applied to analyze the behavior of saturated and unsaturated
porous media using a nonlinear constitutive model for the solid skeleton.
Examples studied include the Terzaghi and Mandel problems; a gas-liquid
phase-changing fluid; multiple immiscible gases; and unsaturated systems where
we model injection of fluid into soil. The proposed variational approach can
potentially have advantages for numerical methods as well as for combining with
data-driven models in a Bayesian framework.","['math.AP', 'cond-mat.soft']",2021-12-30,"['Mina Karimi', 'Mehrdad Massoudi', 'Noel Walkington', 'Matteo Pozzi', 'Kaushik Dayal']"
113,"Unified invariant of knots from homological braid action on Verma
  modules","We re-build the quantum sl2 unified invariant of knots $F_{\infty}$ from
braid groups' action on tensors of Verma modules. It is a two variables series
having the particularity of interpolating both families of colored Jones
polynomials and ADO polynomials, i.e. semi-simple and non semi-simple
invariants of knots constructed from quantum sl2. We prove this last fact in
our context which re-proves (a generalization of) the famous
Melvin-Morton-Rozansky conjecture first proved by Bar-Natan and Garoufalidis.
We find a symmetry of $F_{\infty}$ nicely generalizing the well known one of
the Alexander polynomial, ADO polynomials also inherit this symmetry. It
implies that quantum sl2 non semi-simple invariants are not detecting knots'
orientation. Using the homological definition of Verma modules we express
$F_{\infty}$ as a generating sum of intersection pairing between fixed
Lagrangians of configuration spaces of disks. Finally, we give a formula for
$F_{\infty}$ using a generalized notion of determinant, that provides one for
the ADO family. It generalizes that for the Alexander invariant.","['math.GT', 'math.QA']",2021-12-30,"['Jules Martel', 'Sonny Willetts']"
114,"Higher Frobenius-Schur indicators for semisimple Hopf algebras in
  positive characteristic","Let $H$ be a semisimple Hopf algebra over an algebraically closed field
$\mathbbm{k}$ of characteristic $p>\dim_{\mathbbm{k}}(H)^{1/2}$. We show that
the antipode $S$ of $H$ satisfies the equality
$S^2(h)=\mathbf{u}h\mathbf{u}^{-1}$, where $h\in H$,
$\mathbf{u}=S(\Lambda_{(2)})\Lambda_{(1)}$ and $\Lambda$ is a nonzero integral
of $H$. The formula of $S^2$ enables us to define higher Frobenius-Schur
indicators for the Hopf algebra $H$. This generalizes the notions of higher
Frobenius-Schur indicators from the case of characteristic 0 to the case of
characteristic $p>\dim_{\mathbbm{k}}(H)^{1/2}$. These indicators defined here
share some properties with the ones defined over a field of characteristic 0.
Especially, all these indicators are gauge invariants for the tensor category
Rep$(H)$ of finite dimensional representations of $H$.",['math.RT'],2021-12-30,"['Zhihua Wang', 'Gongxiang Liu', 'Libin Li']"
115,"Chudnovsky's Conjecture and the stable containment for small numbers of
  general points","We develop the Cremona reduction process to provide effective lower bounds
for the Waldschmidt constant of the defining ideals of \emph{generic} points in
projective space. Applying these results, we establish stable Harbourne-Huneke
containment and Chudnovsky's conjecture for the defining ideal of a small
number of \emph{general} points in $\mathbb{P}^N$, $N=4,5,6$ hence, complete
the picture for general points in $\mathbb{P}^N$, $N=4,5,6$. We also prove
stable Harbourne-Huneke containment, and thus, Chudnovsky's conjecture for the
defining ideal of $s$ general points in $\mathbb{P}^N$ in the following cases:
$(a)$ $N+4 \leqslant s \leqslant {N+2 \choose N}, \text{ where } N \geqslant
7$; and $(b)$ $2^N \leqslant s \leqslant 3^N, \text{ where } N= 7\text{ and
}8$.","['math.AC', 'math.AG']",2021-12-30,"['Sankhaneel Bisui', 'Thái Thành Nguyên']"
116,Quantum Operads,"The most standard description of symmetries of a mathematical structure
produces a group. However, when the definition of this structure is motivated
by physics, or information theory, etc., the respective symmetry objects might
become more sophisticated: quasigroups, loops, quantum groups, ... In this
paper, we introduce and study quantum symmetries of very general categorical
structures: operads. Its initial motivation were spaces of probability
distributions on finite sets. We also investigate here how structures of
quantum information, such as quantum states and some constructions of quantum
codes are algebras over operads.","['math.QA', 'cs.IT', 'math.IT']",2021-12-30,"['Noemie Combe', 'Yuri Manin', 'Matilde Marcolli']"
117,"Studying the Interplay between Information Loss and Operation Loss in
  Representations for Classification","Information-theoretic measures have been widely adopted in the design of
features for learning and decision problems. Inspired by this, we look at the
relationship between i) a weak form of information loss in the Shannon sense
and ii) the operation loss in the minimum probability of error (MPE) sense when
considering a family of lossy continuous representations (features) of a
continuous observation. We present several results that shed light on this
interplay. Our first result offers a lower bound on a weak form of information
loss as a function of its respective operation loss when adopting a discrete
lossy representation (quantization) instead of the original raw observation.
From this, our main result shows that a specific form of vanishing information
loss (a weak notion of asymptotic informational sufficiency) implies a
vanishing MPE loss (or asymptotic operational sufficiency) when considering a
general family of lossy continuous representations. Our theoretical findings
support the observation that the selection of feature representations that
attempt to capture informational sufficiency is appropriate for learning, but
this selection is a rather conservative design principle if the intended goal
is achieving MPE in classification. Supporting this last point, and under some
structural conditions, we show that it is possible to adopt an alternative
notion of informational sufficiency (strictly weaker than pure sufficiency in
the mutual information sense) to achieve operational sufficiency in learning.","['cs.LG', 'cs.IT', 'math.IT', 'stat.ML']",2021-12-30,"['Jorge F. Silva', 'Felipe Tobar', 'Mario Vicuña', 'Felipe Cordova']"
118,Formal Existence of Friedmann-Static Pure Radiation Shock Waves,"A two parameter family of general relativistic shock wave solutions to the
Einstein field equations with a perfect fluid source are constructed. The
solutions are obtained by matching a self-similar perturbation of a
Friedmann-Lema\^itre-Robertson-Walker spacetime to a self-similar static
spacetime across a spherical shock surface. These shock wave solutions model a
general relativistic explosion within a static isothermal sphere and extend the
one parameter family of general relativistic shock waves constructed by Smoller
and Temple. Such an extension partially resolves a long standing problem posed
by Cahill and Taub by determining a subset of the self-similar spacetimes that
may be matched to a self-similar static spacetime to form a general
relativistic shock wave. The original problem is posed for a pure radiation
equation of state, however the shock waves that are constructed resolve the
problem for general barotropic equations of state either side of the shock.
These shock waves are stable in the Lax sense and a formal existence proof is
provided in the pure radiation case, as self-similar perturbations of FLRW
spacetimes are not known explicitly. These spacetimes are of particular
interest as they have an accelerated expansion similar to the accelerated
expansion found in the Standard Model of Cosmology, but solve the Einstein
field equations in the absence of a cosmological constant. It is conjectured by
Temple that a vast primordial shock wave, with a perturbed FLRW interior, could
provide the mechanism for the accelerated expansion observed today without the
need for dark energy.","['gr-qc', 'math-ph', 'math.MP']",2021-12-30,['Christopher Alexander']
119,On quadratic Waring's problem in totally real number fields,"We improve the bound of the $g$-invariant of the ring of integers of a
totally real number field, where the $g$-invariant $g(r)$ is the smallest
number of squares of linear forms in $r$ variables that is required to
represent all the quadratic forms of rank $r$ that are representable by the sum
of squares. Specifically, we prove that the $g_{\mathcal{O}_K}(r)$ of the ring
of integers $\mathcal{O}_K$ of a totally real number field $K$ is at most
$g_{\mathcal{O}_F}([K:F]r)$ for any subfield $F$ of $K$. This yields a
sub-exponential upper bound for $g(r)$ of each ring of integers (even if the
class number is not $1$). Further, we obtain a more general inequality for the
lattice version $G(r)$ of the invariant and apply it to determine the value of
$G(2)$ for all but two real quadratic fields.",['math.NT'],2021-12-30,"['Jakub Krásenský', 'Pavlo Yatsyna']"
120,"On the three graph invariants related to matching of finite simple
  graphs","Let $G$ be a finite simple graph on the vertex set $V(G)$ and let
$\text{ind-match}(G)$, $\text{min-match}(G)$ and $\text{match}(G)$ denote the
induced matching number, the minimum matching number and the matching number of
$G$, respectively. It is known that the inequalities $\text{ind-match}(G) \leq
\text{min-match}(G) \leq \text{match}(G) \leq 2\text{min-match}(G)$ and
$\text{match}(G) \leq \left\lfloor |V(G)|/2 \right\rfloor$ hold in general.
  In the present paper, we determine the possible tuples $(p, q, r, n)$ with
$\text{ind-match}(G) = p$, $\text{min-match}(G) = q$, $\text{match}(G) = r$ and
$|V(G)| = n$ arising from connected simple graphs. As an application of this
result, we also determine the possible tuples $(p', q, r, n)$ with
${\rm{reg}}(G) = p'$, $\text{min-match}(G) = q$, $\text{match}(G) = r$ and
$|V(G)| = n$ arising from connected simple graphs, where $I(G)$ is the edge
ideal of $G$ and $\reg(G) = \reg(K[V(G)]/I(G))$ is the Castelnuovo--Mumford
regularity of the quotient ring $K[V(G)]/I(G)$.","['math.CO', 'math.AC']",2021-12-30,"['Kazunori Matsuda', 'Yuichi Yoshida']"
121,"Homomorphisms of distributive lattices as restrictions of congruences.
  III. Rectangular lattices and two convex sublattices","Let $L$ be a finite lattice and let $I$ be an ideal of $L$. Then the
restriction map is a bounded lattice homomorphism of the congruence lattice
of~$L$ into the congruence lattice of $I$. In a 2009 paper, the authors proved
the converse.
  In a 2012 paper, G. Cz\'edli proved an analogous result for rectangular
lattices. In this paper, we prove a stronger form of Cz\'edli's result and
provide a short, elementary, and direct proof.",['math.RA'],2021-12-30,"['George Grätzer', 'Harry Lakser']"
122,Benign Overfitting in Adversarially Robust Linear Classification,"""Benign overfitting"", where classifiers memorize noisy training data yet
still achieve a good generalization performance, has drawn great attention in
the machine learning community. To explain this surprising phenomenon, a series
of works have provided theoretical justification in over-parameterized linear
regression, classification, and kernel methods. However, it is not clear if
benign overfitting still occurs in the presence of adversarial examples, i.e.,
examples with tiny and intentional perturbations to fool the classifiers. In
this paper, we show that benign overfitting indeed occurs in adversarial
training, a principled approach to defend against adversarial examples. In
detail, we prove the risk bounds of the adversarially trained linear classifier
on the mixture of sub-Gaussian data under $\ell_p$ adversarial perturbations.
Our result suggests that under moderate perturbations, adversarially trained
linear classifiers can achieve the near-optimal standard and adversarial risks,
despite overfitting the noisy training data. Numerical experiments validate our
theoretical findings.","['cs.LG', 'math.OC', 'stat.ML']",2021-12-30,"['Jinghui Chen', 'Yuan Cao', 'Quanquan Gu']"
123,"On gamma matrices of local zeta functions associated with homogeneous
  cones","The purpose of this paper is to investigate coefficient matrices of
functional equations of zeta functions associated with homogeneous cones, which
are given explicitly in the previous paper, in detail. We prove that the
coefficient matrix can be decomposed into variable-wise matrices regardless of
the choice of homogeneous cones. Moreover, under a suitable condition, we show
that the associated zeta functions admit a kind of completion forms.","['math.RT', 'math.NT']",2021-12-30,['Hideto Nakashima']
124,Interfaces in incompressible flows,"The motion of both internal and surface waves in incompressible fluids under
capillary and gravity forces is a major research topic. In particular, we
review the derivation of some new models describing the dynamics of
gravity-capillary nonlinear waves in incompressible flows. These models take
the form of both bidirectional and unidirectional nonlinear and nonlocal wave
equations. More precisely, with the goal of telling a more complete story, in
this paper we present the results in the works
\cite{GS,aurther2019rigorous,granero2019models,granero2019well,granero2020well,granero2021motion,
granero2021global} together with some new results regarding the well-posedness
of the resulting PDEs.","['math.AP', 'physics.flu-dyn']",2021-12-30,['Rafael Granero-Belinchón']
125,"Spaces of polynomials with constrained real divisors, II. (Co)homology &
  stabilization","In the late 80s, V.~Arnold and V.~Vassiliev initiated the topological study
of the space of real univariate polynomials of a given degree which have no
real roots of multiplicity exceeding a given positive integer. Expanding their
studies, we consider the spaces P^{c\Theta}_d of real monic univariate
polynomials of degree d whose real divisors avoid given sequences of root
multiplicities. These forbidden sequences are taken from an arbitrary poset
\Theta of compositions that are closed under certain natural combinatorial
operations. We reduce the computation of the homology H_*(P^{c\Theta}_d) to the
computation of the homology of a differential complex, defined purely
combinatorially in terms of the given closed poset \Theta. We also obtain the
stabilization results about H^\ast(P^{c \Theta}_d), as d goes to infinity.
  These results are deduced from our description of the homology of spaces B^{c
\Theta}_d whose points are binary real homogeneous forms, considered up to
projective equivalence, with similarly \Theta-constrained real divisors. In
particular, we exhibit differential complexes that calculate the homology of
these spaces and obtain some stabilization results for H^*(B^{c \Theta}_d), as
d goes to infinity. In particular, we compute the homology of the discriminants
of projectivized binary real forms for which there is at least one line on
which the form vanishes with multiplicity >= 2 and of their complements in
\cB_d \cong RP^d.","['math.AT', 'math.CO']",2021-12-30,"['Gabriel Katz', 'Boris Shapiro', 'Volkmar Welker']"
126,Persformer: A Transformer Architecture for Topological Machine Learning,"One of the main challenges of Topological Data Analysis (TDA) is to extract
features from persistent diagrams directly usable by machine learning
algorithms. Indeed, persistence diagrams are intrinsically (multi-)sets of
points in R2 and cannot be seen in a straightforward manner as vectors. In this
article, we introduce Persformer, the first Transformer neural network
architecture that accepts persistence diagrams as input. The Persformer
architecture significantly outperforms previous topological neural network
architectures on classical synthetic benchmark datasets. Moreover, it satisfies
a universal approximation theorem. This allows us to introduce the first
interpretability method for topological machine learning, which we explore in
two examples.","['cs.LG', 'math.AT']",2021-12-30,"['Raphael Reinauer', 'Matteo Caorsi', 'Nicolas Berkouk']"
127,"New perspectives of the power-commutator-structure: Coclass trees of
  CF-groups and related BCF-groups","Let e>1 be an integer. Among the finite 3-groups G with bicyclic commutator
quotient G/G' ~ C(3^e) * C(3), having one non-elementary component with
logarithmic exponent e, there exists a unique pair of coclass trees with
distinguished rank distribution rho ~ (2,2,3;3). One tree T(e)(M(e,1)) consists
of CF-groups with coclass e, and the other tree T(e+1)(M(e+1,1)) consists of
BCF-groups with coclass e+1. It is proved that, due to a chain of periodic
bifurcations, the vertices of all pairs (T(e),T(e+1)) with e>2 can be
constructed as p-descendants of the single root M(3,1) of order 729 by means of
the p-group generation algorithm by Newman and O'Brien.",['math.GR'],2021-12-30,['Daniel C. Mayer']
128,"Bayesian Inference for Fluid Dynamics: A Case Study for the Stochastic
  Rotating Shallow Water Model","In this work, we use a tempering-based adaptive particle filter to infer from
a partially observed stochastic rotating shallow water (SRSW) model which has
been derived using the Stochastic Advection by Lie Transport (SALT) approach.
The methodology we present here validates the applicability of tempering and
sample regeneration via a Metropolis-Hastings algorithm to high-dimensional
models used in stochastic fluid dynamics. The methodology is first tested on
the Lorenz '63 model with both full and partial observations. Then we discuss
the efficiency of the particle filter the SALT-SRSW model.","['math.NA', 'cs.NA', 'math.PR']",2021-12-30,"['Peter Jan van Leeuwen', 'Dan Crisan', 'Oana Lang', 'Roland Potthast']"
129,Enumeration of conjugacy classes in affine groups,"We study the conjugacy classes of the classical affine groups. We derive
generating functions for the number of classes analogous to formulas of Wall
and the authors for the classical groups. We use these to get good upper bounds
for the number of classes. These naturally come up as difficult cases in the
study of the non-coprime k(GV) problem of Brauer.","['math.CO', 'math.GR', 'math.RT']",2021-12-30,"['Jason Fulman', 'Robert Guralnick']"
130,On product decomposition,"Given a finite set $W$ in $\bar{k}^n$ where $\bar{k}$ is the algebraic
closure of a field $k$ one would like to determine if $W$ can be decomposed as
$\prod_{i=1}^n V_i$ where $V_i \subset \bar{k}$ under a linear transformation,
that is, $W\stackrel{\lambda}{\to} \prod_{i=1}^n V_i$ where $\lambda\in Gl_n
(\bar{k})$. We assume that $W$ is presented as $W=Z(\mathcal{F})$, the zero set
of a polynomial system $\mathcal{F}$ in $n$ variables over $k$. We study
algebraic characterization of such product decomposition. For decomposition
into component sets of the same cardinality we obtain a stronger
characterization and show that the decomposition in this case is essentially
unique (up to permutation and scalar multiplication of coordinates). We
investigate computational problems that arise from the decomposition problem.",['math.AC'],2021-12-30,['Ming-Deh A. Huang']
131,Irrationality Measure Of $\pi^2$,"The note provides a simple proof of the irrationality measure $\mu(\pi^2)=2$
of the real number $\pi^2$. The current estimate gives the upper bound
$\mu(\pi^2)\leq 5.0954 \ldots$.",['math.GM'],2021-12-30,['N. A. Carella']
132,Resurgence and Partial Theta Series,"A function of the form $\Theta(\tau) := \sum_{n>0} n^d f(n) e^{i\pi
n^2\tau/M}$, with an integer $d\ge0$ and an $M$-periodic function $f:Z\to C$,
is analytic in the half-plane $\{\Im\tau>0\}$. As $\tau$ tends non-tangentially
to any rational $\alpha$, a formal power series appears in the asymptotic
behaviour of $\Theta(\tau)$, depending on the parity of $d$ and $f$. We discuss
the summability and resurgence properties of these series by means of explicit
formulas for their formal Borel transforms, and the consequences for the
modularity properties of $\Theta$, or its ""quantum modularity"" properties in
the sense of Zagier's recent theory. We also illustrate the power of \'Ecalle's
alien calculus applied to analytic combinatorics in this class of examples. The
Discrete Fourier Transform of $f$ plays an unexpected role and leads to a
number-theoretic analogue of \'Ecalle's ""Bridge Equations"".",['math.CV'],2021-12-30,"['Li Han', 'Yong Li', 'David Sauzin', 'Shanzhong Sun']"
133,About quasi-renewal processes and quasi-regenerative processes,"We discuss the concepts of quasi-renewal and quasi-regenerative processes. We
also propose a method for obtaining the upper bounds for the convergence rate
of the distribution of a regenerative and quasi-regenerative process to a
stationary distribution, if this process is ergodic.",['math.PR'],2021-12-30,['Galina A. Zverkina']
134,Variations on the Resurgence of the Gamma Function,"We review \'Ecalle's formalism of minors, natural-majors and real-majors, and
provide explicit formulas in the Borel plane that show the resurgence of the
exponential of the Stirling series. We also discuss its Stokes phenomena in the
framework of alien calculus.",['math.CV'],2021-12-30,['David Sauzin']
